date,category,value,source,month,year,mom_change,yoy_change,ma_3m,ma_12m,above_3m_ma,above_12m_ma,momentum_3m,momentum_6m
2022-01-01,Manufacturing Inventory Ratio,99.2,ECOS,1,2022,-3.0303030303030276,4.862579281183943,100.93333333333332,97.2,0,1,-0.010402906208718714,-0.0008469791078486713
2022-02-01,Manufacturing Inventory Ratio,102.8,ECOS,2,2022,3.629032258064502,10.064239828693777,101.43333333333334,97.98333333333333,1,1,0.002464673020046103,-0.0017412469574985402
2022-03-01,Manufacturing Inventory Ratio,100.5,ECOS,3,2022,-2.237354085603105,7.948442534908717,100.83333333333333,98.60000000000001,0,1,0.006446280991735499,-0.0025628388368655144
2022-04-01,Manufacturing Inventory Ratio,102.1,ECOS,4,2022,1.5920398009950265,10.259179265658759,101.8,99.39166666666665,1,1,-0.0034381139489195736,0.000620096772678154
2022-05-01,Manufacturing Inventory Ratio,101.3,ECOS,5,2022,-0.7835455435847183,7.995735607675902,101.3,100.01666666666667,0,1,0.00394866732477783,0.00039460703715878885
2022-06-01,Manufacturing Inventory Ratio,110.0,ECOS,6,2022,8.588351431391917,18.918918918918926,104.46666666666665,101.47500000000001,1,1,0.037811104020421295,0.014223088163662944
2022-07-01,Manufacturing Inventory Ratio,109.5,ECOS,7,2022,-0.4545454545454519,16.737739872068236,106.93333333333334,102.78333333333335,1,1,0.038341645885286796,0.016754117808094136
2022-08-01,Manufacturing Inventory Ratio,108.0,ECOS,8,2022,-1.3698630136986356,8.433734939759052,109.16666666666667,103.48333333333335,0,1,-0.009160305343511544,0.01857097606226526
2022-09-01,Manufacturing Inventory Ratio,107.6,ECOS,9,2022,-0.37037037037037646,5.283757338551842,108.36666666666667,103.93333333333334,0,1,-0.008766533374346464,0.012645709810940738
2022-10-01,Manufacturing Inventory Ratio,109.2,ECOS,10,2022,1.486988847583648,6.432748538011701,108.26666666666667,104.48333333333333,1,1,0.005541871921182224,0.008178438661709997
2022-11-01,Manufacturing Inventory Ratio,115.8,ECOS,11,2022,6.043956043956045,14.313919052319847,110.86666666666667,105.69166666666666,1,1,0.03698135898977755,0.0071937152379508845
2022-12-01,Manufacturing Inventory Ratio,117.8,ECOS,12,2022,1.7271157167530138,15.15151515151516,114.26666666666667,106.98333333333333,1,1,0.03763127187864651,0.01706842341667909
2023-01-01,Manufacturing Inventory Ratio,119.6,ECOS,1,2023,1.5280135823429575,20.56451612903225,117.73333333333333,108.68333333333334,1,1,0.016138165345413343,0.024070796460177048
2023-02-01,Manufacturing Inventory Ratio,118.9,ECOS,2,2023,-0.5852842809364489,15.661478599221802,118.76666666666667,110.02499999999999,1,1,0.00463092899242215,0.022321298965224026
2023-03-01,Manufacturing Inventory Ratio,113.4,ECOS,3,2023,-4.625735912531537,12.8358208955224,117.3,111.10000000000001,0,1,-0.026427962489343496,0.00792119928437763
2023-04-01,Manufacturing Inventory Ratio,124.5,ECOS,4,2023,9.788359788359791,21.939275220372203,118.93333333333334,112.96666666666668,1,1,0.02354260089686091,0.00714688128772634
2023-05-01,Manufacturing Inventory Ratio,118.5,ECOS,5,2023,-4.81927710843374,16.979269496544912,118.8,114.39999999999999,0,1,0.02146464646464645,0.003054781615185633
2023-06-01,Manufacturing Inventory Ratio,110.5,ECOS,6,2023,-6.751054852320671,0.454545454545463,117.83333333333333,114.44166666666666,0,0,-0.059405940594059584,-0.008651626230304995
2023-07-01,Manufacturing Inventory Ratio,119.0,ECOS,7,2023,7.692307692307687,8.675799086757996,116.0,115.23333333333333,1,1,0.0021551724137929525,-0.0034538673585212012
2023-08-01,Manufacturing Inventory Ratio,119.2,ECOS,8,2023,0.1680672268907557,10.370370370370363,116.23333333333335,116.16666666666667,1,1,0.03742472039002004,0.001094069736815438
2023-09-01,Manufacturing Inventory Ratio,113.5,ECOS,9,2023,-4.7818791946308785,5.483271375464693,117.23333333333335,116.65833333333335,0,0,-0.02345749218083586,-0.010793290657159182
2023-10-01,Manufacturing Inventory Ratio,115.3,ECOS,10,2023,1.585903083700435,5.586080586080588,116.0,117.16666666666667,0,0,-0.016810344827585935,-0.0016748768472906368
2023-11-01,Manufacturing Inventory Ratio,112.7,ECOS,11,2023,-2.254986990459662,-2.677029360967176,113.83333333333333,116.90833333333335,0,0,-0.0035139092240117605,-0.001440576230492244
2023-12-01,Manufacturing Inventory Ratio,107.1,ECOS,12,2023,-4.968944099378891,-9.083191850594229,111.7,116.01666666666667,0,0,-0.03670546105640104,-0.019269489974207486
2024-01-01,Manufacturing Inventory Ratio,112.3,ECOS,1,2024,4.855275443510743,-6.103678929765888,110.69999999999999,115.40833333333332,1,0,-0.0018066847335140143,-0.014191190371163884
2024-02-01,Manufacturing Inventory Ratio,110.7,ECOS,2,2024,-1.4247551202137054,-6.896551724137934,110.03333333333335,114.72500000000001,1,0,0.016358679188124944,-0.0073002637624436486
2024-03-01,Manufacturing Inventory Ratio,110.3,ECOS,3,2024,-0.36133694670280603,-2.733686067019403,111.10000000000001,114.46666666666665,0,0,-0.009000900090009058,-0.006617081302898215
2024-04-01,Manufacturing Inventory Ratio,108.4,ECOS,4,2024,-1.7225747960108673,-12.931726907630514,109.8,113.125,0,0,-0.010473588342440839,-0.0034985422740523796
2024-05-01,Manufacturing Inventory Ratio,109.9,ECOS,5,2024,1.3837638376383854,-7.257383966244724,109.53333333333335,112.40833333333332,1,0,-0.001825928180158332,0.0004944804701902431
2024-06-01,Manufacturing Inventory Ratio,106.7,ECOS,6,2024,-2.91173794358508,-3.43891402714932,108.33333333333333,112.09166666666665,0,0,-0.00784615384615398,-0.008411275796966138
2024-07-01,Manufacturing Inventory Ratio,113.1,ECOS,7,2024,5.998125585754455,-4.9579831932773155,109.90000000000002,111.60000000000001,1,1,0.014558689717925323,0.0007022563235580889
2024-08-01,Manufacturing Inventory Ratio,109.3,ECOS,8,2024,-3.3598585322723196,-8.305369127516782,109.69999999999999,110.77499999999999,0,0,0.011850501367365708,0.0015378266252523906
2024-09-01,Manufacturing Inventory Ratio,106.6,ECOS,9,2024,-2.470265324794152,-6.0792951541850275,109.66666666666667,110.19999999999999,0,0,-0.02963525835866255,-0.0011533420707732936
2024-10-01,Manufacturing Inventory Ratio,111.0,ECOS,10,2024,4.12757973733584,-3.7294015611448406,108.96666666666665,109.84166666666665,1,1,0.007800550627102971,0.000365519342065074
2024-11-01,Manufacturing Inventory Ratio,113.6,ECOS,11,2024,2.3423423423423406,0.7985803016858917,110.39999999999999,109.91666666666667,1,1,0.03170289855072455,0.006620367365483211
2024-12-01,Manufacturing Inventory Ratio,103.5,ECOS,12,2024,-8.890845070422525,-3.361344537815125,109.36666666666667,109.61666666666667,0,0,-0.034288326729655746,-0.008009217992477762
2025-01-01,Manufacturing Inventory Ratio,110.5,ECOS,1,2025,6.763285024154597,-1.6028495102404228,109.2,109.46666666666668,1,1,-0.01419413919413929,-0.00018334606569905647
2025-02-01,Manufacturing Inventory Ratio,106.7,ECOS,2,2025,-3.43891402714932,-3.6133694670280048,106.89999999999999,109.13333333333333,0,0,0.014967259120673562,-0.002918940240615356
2025-03-01,Manufacturing Inventory Ratio,103.2,ECOS,3,2025,-3.280224929709463,-6.436990027198542,106.8,108.54166666666667,0,0,-0.03417602996254684,-0.013931049675074287
2025-04-01,Manufacturing Inventory Ratio,102.4,ECOS,4,2025,-0.7751937984496138,-5.535055350553508,104.10000000000001,108.04166666666667,0,0,-0.020653218059558144,-0.016261469426026406
2025-05-01,Manufacturing Inventory Ratio,104.4,ECOS,5,2025,1.953125,-5.004549590536856,103.33333333333333,107.58333333333333,1,0,0.005806451612903327,-0.006333099277446785
