date,region,value,metric_type,country_count
2024-01-01,MiddleEast,81.08571428571429,Price,8
2024-01-01,America,49.71,Price,6
2024-01-01,Asia,22.201428571428572,Price,8
2024-01-01,Africa,14.401714285714286,Price,7
2024-01-01,Europe,0.0,Price,3
2024-02-01,Europe,81.565,Price,3
2024-02-01,MiddleEast,69.89,Price,8
2024-02-01,America,64.016,Price,6
2024-02-01,Asia,47.62714285714286,Price,8
2024-02-01,Africa,44.35885714285714,Price,7
2024-03-01,MiddleEast,71.37285714285714,Price,8
2024-03-01,America,48.254,Price,6
2024-03-01,Europe,41.875,Price,3
2024-03-01,Asia,36.34142857142857,Price,8
2024-03-01,Africa,29.580000000000002,Price,7
2024-04-01,MiddleEast,86.92999999999999,Price,8
2024-04-01,America,51.395999999999994,Price,6
2024-04-01,Asia,50.12285714285714,Price,8
2024-04-01,Africa,32.986285714285714,Price,7
2024-04-01,Europe,0.0,Price,3
2024-05-01,MiddleEast,75.52571428571429,Price,8
2024-05-01,America,52.222,Price,6
2024-05-01,Asia,25.75857142857143,Price,8
2024-05-01,Africa,15.838285714285716,Price,7
2024-05-01,Europe,0.0,Price,3
2024-06-01,MiddleEast,73.23428571428572,Price,8
2024-06-01,America,34.868,Price,6
2024-06-01,Asia,24.117142857142856,Price,8
2024-06-01,Africa,13.551428571428572,Price,7
2024-06-01,Europe,0.0,Price,3
2024-07-01,MiddleEast,73.07,Price,8
2024-07-01,America,51.022,Price,6
2024-07-01,Asia,23.701428571428572,Price,8
2024-07-01,Africa,14.974285714285713,Price,7
2024-07-01,Europe,0.0,Price,3
2024-08-01,America,84.044,Price,6
2024-08-01,MiddleEast,82.34857142857143,Price,8
2024-08-01,Africa,42.747428571428564,Price,7
2024-08-01,Europe,41.305,Price,3
2024-08-01,Asia,24.602857142857143,Price,8
2024-09-01,MiddleEast,78.40857142857143,Price,8
2024-09-01,America,63.766,Price,6
2024-09-01,Asia,34.84142857142857,Price,8
2024-09-01,Africa,28.728,Price,7
2024-09-01,Europe,0.0,Price,3
2024-10-01,MiddleEast,76.89,Price,8
2024-10-01,America,46.614,Price,6
2024-10-01,Africa,40.27028571428571,Price,7
2024-10-01,Europe,38.195,Price,3
2024-10-01,Asia,33.14857142857143,Price,8
2024-11-01,MiddleEast,76.24428571428571,Price,8
2024-11-01,America,44.974,Price,6
2024-11-01,Africa,40.48285714285714,Price,7
2024-11-01,Europe,37.69,Price,3
2024-11-01,Asia,33.80428571428571,Price,8
2024-12-01,MiddleEast,64.98857142857143,Price,8
2024-12-01,America,44.72800000000001,Price,6
2024-12-01,Asia,43.65,Price,8
2024-12-01,Africa,14.118857142857143,Price,7
2024-12-01,Europe,0.0,Price,3
2025-01-01,MiddleEast,79.33285714285714,Price,8
2025-01-01,America,46.10999999999999,Price,6
2025-01-01,Asia,33.652857142857144,Price,8
2025-01-01,Africa,13.386857142857142,Price,7
2025-01-01,Europe,0.0,Price,3
2025-02-01,MiddleEast,69.06428571428572,Price,8
2025-02-01,America,48.222,Price,6
2025-02-01,Asia,34.128571428571426,Price,8
2025-02-01,Africa,0.0,Price,7
2025-02-01,Europe,0.0,Price,3
2025-03-01,MiddleEast,56.03285714285715,Price,8
2025-03-01,America,47.27,Price,6
2025-03-01,Africa,40.81028571428572,Price,7
2025-03-01,Europe,40.11,Price,3
2025-03-01,Asia,22.272857142857145,Price,8
2025-04-01,MiddleEast,76.34142857142857,Price,8
2025-04-01,Europe,75.645,Price,3
2025-04-01,America,73.146,Price,6
2025-04-01,Asia,54.73714285714286,Price,8
2025-04-01,Africa,12.879428571428571,Price,7
2025-05-01,MiddleEast,60.292857142857144,Price,8
2025-05-01,America,54.92600000000001,Price,6
2025-05-01,Asia,49.65,Price,8
2025-05-01,Europe,37.87,Price,3
2025-05-01,Africa,34.744,Price,7
2025-06-01,America,53.169999999999995,Price,6
2025-06-01,Asia,49.34142857142858,Price,8
2025-06-01,MiddleEast,48.667142857142856,Price,8
2025-06-01,Africa,10.926857142857143,Price,7
2025-06-01,Europe,0.0,Price,3
