date,region,country,value,unit,sector,source
2024-04-01,Europe,Europe,0.0,USD/bbl,energy,PETRONET
2024-04-01,Europe,Norway,0.0,thousand bbl,energy,PETRONET
2024-04-01,Europe,Norway,0.0,thousand USD,energy,PETRONET
2024-04-01,Europe,Norway,0.0,USD/bbl,energy,PETRONET
2024-04-01,Europe,United Kingdom,0.0,thousand bbl,energy,PETRONET
2024-04-01,Europe,United Kingdom,0.0,thousand USD,energy,PETRONET
2024-04-01,Europe,United Kingdom,0.0,USD/bbl,energy,PETRONET
2024-04-01,MiddleEast,Iraq,7749.0,thousand bbl,energy,PETRONET
2024-04-01,MiddleEast,Iraq,630685.0,thousand USD,energy,PETRONET
2024-04-01,MiddleEast,Iraq,81.39,USD/bbl,energy,PETRONET
2024-04-01,MiddleEast,Kuwait,4821.0,thousand bbl,energy,PETRONET
2024-04-01,MiddleEast,Kuwait,426666.0,thousand USD,energy,PETRONET
2024-04-01,MiddleEast,Kuwait,88.51,USD/bbl,energy,PETRONET
2024-04-01,MiddleEast,MiddleEast,74.62,percentage,energy,PETRONET
2024-04-01,MiddleEast,MiddleEast,67414.0,thousand bbl,energy,PETRONET
2024-04-01,MiddleEast,MiddleEast,5912887.0,thousand USD,energy,PETRONET
2024-04-01,MiddleEast,MiddleEast,86.92999999999999,USD/bbl,energy,PETRONET
2024-04-01,MiddleEast,Neutral Zone,1819.0,thousand bbl,energy,PETRONET
2024-04-01,MiddleEast,Neutral Zone,161205.0,thousand USD,energy,PETRONET
2024-04-01,MiddleEast,Neutral Zone,88.63,USD/bbl,energy,PETRONET
2024-04-01,MiddleEast,Oman,2000.0,thousand bbl,energy,PETRONET
2024-04-01,MiddleEast,Oman,174171.0,thousand USD,energy,PETRONET
2024-04-01,MiddleEast,Oman,87.08,USD/bbl,energy,PETRONET
2024-04-01,MiddleEast,Qatar,6653.0,thousand bbl,energy,PETRONET
2024-04-01,MiddleEast,Qatar,562860.0,thousand USD,energy,PETRONET
2024-04-01,MiddleEast,Qatar,84.6,USD/bbl,energy,PETRONET
2024-04-01,MiddleEast,Saudi Arabia,28277.0,thousand bbl,energy,PETRONET
2024-04-01,MiddleEast,Saudi Arabia,2524466.0,thousand USD,energy,PETRONET
2024-04-01,MiddleEast,Saudi Arabia,89.28,USD/bbl,energy,PETRONET
2024-04-01,MiddleEast,UAE,16095.0,thousand bbl,energy,PETRONET
2024-04-01,MiddleEast,UAE,1432834.0,thousand USD,energy,PETRONET
2024-04-01,MiddleEast,UAE,89.02,USD/bbl,energy,PETRONET
2024-04-01,Total,Total,90406.0,thousand bbl,energy,PETRONET
2024-04-01,Total,Total,7923597.0,thousand USD,energy,PETRONET
2024-04-01,Total,Total,87.64,USD/bbl,energy,PETRONET
2024-05-01,Africa,Africa,2.18,percentage,energy,PETRONET
2024-05-01,Africa,Africa,1848.0,thousand bbl,energy,PETRONET
2024-05-01,Africa,Africa,170782.0,thousand USD,energy,PETRONET
2024-05-01,Africa,Africa,18.478,USD/bbl,energy,PETRONET
2024-05-01,Africa,Algeria,1848.0,thousand bbl,energy,PETRONET
2024-05-01,Africa,Algeria,170782.0,thousand USD,energy,PETRONET
2024-05-01,Africa,Algeria,92.39,USD/bbl,energy,PETRONET
2024-05-01,Africa,Congo,0.0,thousand bbl,energy,PETRONET
2024-05-01,Africa,Congo,0.0,thousand USD,energy,PETRONET
2024-05-01,Africa,Congo,0.0,USD/bbl,energy,PETRONET
2024-05-01,Africa,Equatorial Guinea,0.0,thousand bbl,energy,PETRONET
2024-05-01,Africa,Equatorial Guinea,0.0,thousand USD,energy,PETRONET
2024-05-01,Africa,Equatorial Guinea,0.0,USD/bbl,energy,PETRONET
2024-05-01,Africa,Gabon,0.0,thousand bbl,energy,PETRONET
2024-05-01,Africa,Gabon,0.0,thousand USD,energy,PETRONET
2024-05-01,Africa,Gabon,0.0,USD/bbl,energy,PETRONET
2024-05-01,Africa,Mozambique,0.0,thousand bbl,energy,PETRONET
2024-05-01,Africa,Mozambique,0.0,thousand USD,energy,PETRONET
2024-05-01,Africa,Mozambique,0.0,USD/bbl,energy,PETRONET
2024-05-01,Africa,Nigeria,0.0,thousand bbl,energy,PETRONET
2024-05-01,Africa,Nigeria,0.0,thousand USD,energy,PETRONET
2024-05-01,Africa,Nigeria,0.0,USD/bbl,energy,PETRONET
2024-05-01,America,America,26.68,percentage,energy,PETRONET
2024-05-01,America,America,23214.0,thousand bbl,energy,PETRONET
2024-05-01,America,America,2094630.0,thousand USD,energy,PETRONET
2024-05-01,America,America,52.222,USD/bbl,energy,PETRONET
2024-05-01,America,Brazil,2703.0,thousand bbl,energy,PETRONET
2024-05-01,America,Brazil,247182.0,thousand USD,energy,PETRONET
2024-05-01,America,Brazil,91.45,USD/bbl,energy,PETRONET
2024-05-01,America,Canada,0.0,thousand bbl,energy,PETRONET
2024-05-01,America,Canada,0.0,thousand USD,energy,PETRONET
2024-05-01,America,Canada,0.0,USD/bbl,energy,PETRONET
2024-05-01,America,Ecuador,0.0,thousand bbl,energy,PETRONET
2024-05-01,America,Ecuador,0.0,thousand USD,energy,PETRONET
2024-05-01,America,Ecuador,0.0,USD/bbl,energy,PETRONET
2024-05-01,America,Mexico,1990.0,thousand bbl,energy,PETRONET
2024-05-01,America,Mexico,155824.0,thousand USD,energy,PETRONET
2024-05-01,America,Mexico,78.32,USD/bbl,energy,PETRONET
2024-05-01,America,United States,18521.0,thousand bbl,energy,PETRONET
2024-05-01,America,United States,1691624.0,thousand USD,energy,PETRONET
2024-05-01,America,United States,91.34,USD/bbl,energy,PETRONET
2024-05-01,Asia,Asia,3.89,percentage,energy,PETRONET
2024-05-01,Asia,Asia,3413.0,thousand bbl,energy,PETRONET
2024-05-01,Asia,Asia,305472.0,thousand USD,energy,PETRONET
2024-05-01,Asia,Asia,25.75857142857143,USD/bbl,energy,PETRONET
2024-05-01,Asia,Australia,1331.0,thousand bbl,energy,PETRONET
2024-05-01,Asia,Australia,123984.0,thousand USD,energy,PETRONET
2024-05-01,Asia,Australia,93.15,USD/bbl,energy,PETRONET
2024-05-01,Asia,Indonesia,0.0,thousand bbl,energy,PETRONET
2024-05-01,Asia,Indonesia,0.0,thousand USD,energy,PETRONET
2024-05-01,Asia,Indonesia,0.0,USD/bbl,energy,PETRONET
2024-05-01,Asia,Kazakhstan,2082.0,thousand bbl,energy,PETRONET
2024-05-01,Asia,Kazakhstan,181488.0,thousand USD,energy,PETRONET
2024-05-01,Asia,Kazakhstan,87.16,USD/bbl,energy,PETRONET
2024-05-01,Asia,Malaysia,0.0,thousand bbl,energy,PETRONET
2024-05-01,Asia,Malaysia,0.0,thousand USD,energy,PETRONET
2024-05-01,Asia,Malaysia,0.0,USD/bbl,energy,PETRONET
2024-05-01,Asia,New Zealand,0.0,thousand bbl,energy,PETRONET
2024-05-01,Asia,New Zealand,0.0,thousand USD,energy,PETRONET
2024-05-01,Asia,New Zealand,0.0,USD/bbl,energy,PETRONET
2024-05-01,Asia,Papua New Guinea,0.0,thousand bbl,energy,PETRONET
2024-05-01,Asia,Papua New Guinea,0.0,thousand USD,energy,PETRONET
2024-05-01,Asia,Papua New Guinea,0.0,USD/bbl,energy,PETRONET
2024-05-01,Asia,Philippines,0.0,thousand bbl,energy,PETRONET
2024-05-01,Asia,Philippines,0.0,thousand USD,energy,PETRONET
2024-05-01,Asia,Philippines,0.0,USD/bbl,energy,PETRONET
2024-05-01,Europe,Europe,0.0,percentage,energy,PETRONET
2024-05-01,Europe,Europe,0.0,thousand bbl,energy,PETRONET
2024-05-01,Europe,Europe,0.0,thousand USD,energy,PETRONET
2024-05-01,Europe,Europe,0.0,USD/bbl,energy,PETRONET
2024-05-01,Europe,Norway,0.0,thousand bbl,energy,PETRONET
2024-05-01,Europe,Norway,0.0,thousand USD,energy,PETRONET
2024-05-01,Europe,Norway,0.0,USD/bbl,energy,PETRONET
2024-05-01,Europe,United Kingdom,0.0,thousand bbl,energy,PETRONET
2024-05-01,Europe,United Kingdom,0.0,thousand USD,energy,PETRONET
2024-05-01,Europe,United Kingdom,0.0,USD/bbl,energy,PETRONET
2024-05-01,MiddleEast,Iraq,8317.0,thousand bbl,energy,PETRONET
2024-05-01,MiddleEast,Iraq,722364.0,thousand USD,energy,PETRONET
2024-05-01,MiddleEast,Iraq,86.86,USD/bbl,energy,PETRONET
2024-05-01,MiddleEast,Kuwait,5696.0,thousand bbl,energy,PETRONET
2024-05-01,MiddleEast,Kuwait,493298.0,thousand USD,energy,PETRONET
2024-05-01,MiddleEast,Kuwait,86.61,USD/bbl,energy,PETRONET
2024-05-01,MiddleEast,MiddleEast,67.25,percentage,energy,PETRONET
2024-05-01,MiddleEast,MiddleEast,59689.0,thousand bbl,energy,PETRONET
2024-05-01,MiddleEast,MiddleEast,5280116.0,thousand USD,energy,PETRONET
2024-05-01,MiddleEast,MiddleEast,75.52571428571427,USD/bbl,energy,PETRONET
2024-05-01,MiddleEast,Neutral Zone,1725.0,thousand bbl,energy,PETRONET
2024-05-01,MiddleEast,Neutral Zone,149567.0,thousand USD,energy,PETRONET
2024-05-01,MiddleEast,Neutral Zone,86.7,USD/bbl,energy,PETRONET
2024-05-01,MiddleEast,Oman,0.0,thousand bbl,energy,PETRONET
2024-05-01,MiddleEast,Oman,0.0,thousand USD,energy,PETRONET
2024-05-01,MiddleEast,Oman,0.0,USD/bbl,energy,PETRONET
2024-05-01,MiddleEast,Qatar,5262.0,thousand bbl,energy,PETRONET
2024-05-01,MiddleEast,Qatar,471907.0,thousand USD,energy,PETRONET
2024-05-01,MiddleEast,Qatar,89.69,USD/bbl,energy,PETRONET
2024-05-01,MiddleEast,Saudi Arabia,29978.0,thousand bbl,energy,PETRONET
2024-05-01,MiddleEast,Saudi Arabia,2657412.0,thousand USD,energy,PETRONET
2024-05-01,MiddleEast,Saudi Arabia,88.64,USD/bbl,energy,PETRONET
2024-05-01,MiddleEast,UAE,8711.0,thousand bbl,energy,PETRONET
2024-05-01,MiddleEast,UAE,785568.0,thousand USD,energy,PETRONET
2024-05-01,MiddleEast,UAE,90.18,USD/bbl,energy,PETRONET
2024-05-01,Total,Total,88164.0,thousand bbl,energy,PETRONET
2024-05-01,Total,Total,7851001.0,thousand USD,energy,PETRONET
2024-05-01,Total,Total,89.05,USD/bbl,energy,PETRONET
2024-06-01,Africa,Africa,0.51,percentage,energy,PETRONET
2024-06-01,Africa,Africa,437.0,thousand bbl,energy,PETRONET
2024-06-01,Africa,Africa,34548.0,thousand USD,energy,PETRONET
2024-06-01,Africa,Africa,15.81,USD/bbl,energy,PETRONET
2024-06-01,Africa,Algeria,0.0,thousand bbl,energy,PETRONET
2024-06-01,Africa,Algeria,0.0,thousand USD,energy,PETRONET
2024-06-01,Africa,Algeria,0.0,USD/bbl,energy,PETRONET
2024-06-01,Africa,Congo,0.0,thousand bbl,energy,PETRONET
2024-06-01,Africa,Congo,0.0,thousand USD,energy,PETRONET
2024-06-01,Africa,Congo,0.0,USD/bbl,energy,PETRONET
2024-06-01,Africa,Equatorial Guinea,0.0,thousand bbl,energy,PETRONET
2024-06-01,Africa,Equatorial Guinea,0.0,thousand USD,energy,PETRONET
2024-06-01,Africa,Equatorial Guinea,0.0,USD/bbl,energy,PETRONET
2024-06-01,Africa,Gabon,0.0,thousand bbl,energy,PETRONET
2024-06-01,Africa,Gabon,0.0,thousand USD,energy,PETRONET
2024-06-01,Africa,Gabon,0.0,USD/bbl,energy,PETRONET
2024-06-01,Africa,Mozambique,0.0,thousand bbl,energy,PETRONET
2024-06-01,Africa,Mozambique,0.0,thousand USD,energy,PETRONET
2024-06-01,Africa,Mozambique,0.0,USD/bbl,energy,PETRONET
2024-06-01,Africa,Nigeria,437.0,thousand bbl,energy,PETRONET
2024-06-01,Africa,Nigeria,34548.0,thousand USD,energy,PETRONET
2024-06-01,Africa,Nigeria,79.05,USD/bbl,energy,PETRONET
2024-06-01,America,America,20.49,percentage,energy,PETRONET
2024-06-01,America,America,15377.0,thousand bbl,energy,PETRONET
2024-06-01,America,America,1387606.0,thousand USD,energy,PETRONET
2024-06-01,America,America,34.868,USD/bbl,energy,PETRONET
2024-06-01,America,Brazil,0.0,thousand bbl,energy,PETRONET
2024-06-01,America,Brazil,0.0,thousand USD,energy,PETRONET
2024-06-01,America,Brazil,0.0,USD/bbl,energy,PETRONET
2024-06-01,America,Canada,0.0,thousand bbl,energy,PETRONET
2024-06-01,America,Canada,0.0,thousand USD,energy,PETRONET
2024-06-01,America,Canada,0.0,USD/bbl,energy,PETRONET
2024-06-01,America,Ecuador,0.0,thousand bbl,energy,PETRONET
2024-06-01,America,Ecuador,0.0,thousand USD,energy,PETRONET
2024-06-01,America,Ecuador,0.0,USD/bbl,energy,PETRONET
2024-06-01,America,Mexico,1443.0,thousand bbl,energy,PETRONET
2024-06-01,America,Mexico,120394.0,thousand USD,energy,PETRONET
2024-06-01,America,Mexico,83.4,USD/bbl,energy,PETRONET
2024-06-01,America,United States,13934.0,thousand bbl,energy,PETRONET
2024-06-01,America,United States,1267212.0,thousand USD,energy,PETRONET
2024-06-01,America,United States,90.94,USD/bbl,energy,PETRONET
2024-06-01,Asia,Asia,2.67,percentage,energy,PETRONET
2024-06-01,Asia,Asia,2149.0,thousand bbl,energy,PETRONET
2024-06-01,Asia,Asia,180782.0,thousand USD,energy,PETRONET
2024-06-01,Asia,Asia,24.117142857142856,USD/bbl,energy,PETRONET
2024-06-01,Asia,Australia,1849.0,thousand bbl,energy,PETRONET
2024-06-01,Asia,Australia,155348.0,thousand USD,energy,PETRONET
2024-06-01,Asia,Australia,84.02,USD/bbl,energy,PETRONET
2024-06-01,Asia,Indonesia,0.0,thousand bbl,energy,PETRONET
2024-06-01,Asia,Indonesia,0.0,thousand USD,energy,PETRONET
2024-06-01,Asia,Indonesia,0.0,USD/bbl,energy,PETRONET
2024-06-01,Asia,Kazakhstan,0.0,thousand bbl,energy,PETRONET
2024-06-01,Asia,Kazakhstan,0.0,thousand USD,energy,PETRONET
2024-06-01,Asia,Kazakhstan,0.0,USD/bbl,energy,PETRONET
2024-06-01,Asia,Malaysia,0.0,thousand bbl,energy,PETRONET
2024-06-01,Asia,Malaysia,0.0,thousand USD,energy,PETRONET
2024-06-01,Asia,Malaysia,0.0,USD/bbl,energy,PETRONET
2024-06-01,Asia,New Zealand,300.0,thousand bbl,energy,PETRONET
2024-06-01,Asia,New Zealand,25434.0,thousand USD,energy,PETRONET
2024-06-01,Asia,New Zealand,84.8,USD/bbl,energy,PETRONET
2024-06-01,Asia,Papua New Guinea,0.0,thousand bbl,energy,PETRONET
2024-06-01,Asia,Papua New Guinea,0.0,thousand USD,energy,PETRONET
2024-06-01,Asia,Papua New Guinea,0.0,USD/bbl,energy,PETRONET
2024-06-01,Asia,Philippines,0.0,thousand bbl,energy,PETRONET
2024-06-01,Asia,Philippines,0.0,thousand USD,energy,PETRONET
2024-06-01,Asia,Philippines,0.0,USD/bbl,energy,PETRONET
2024-06-01,Europe,Europe,0.0,percentage,energy,PETRONET
2024-06-01,Europe,Europe,0.0,thousand bbl,energy,PETRONET
2024-06-01,Europe,Europe,0.0,thousand USD,energy,PETRONET
2024-06-01,Europe,Europe,0.0,USD/bbl,energy,PETRONET
2024-06-01,Europe,Norway,0.0,thousand bbl,energy,PETRONET
2024-06-01,Europe,Norway,0.0,thousand USD,energy,PETRONET
2024-06-01,Europe,Norway,0.0,USD/bbl,energy,PETRONET
2024-06-01,Europe,United Kingdom,0.0,thousand bbl,energy,PETRONET
2024-06-01,Europe,United Kingdom,0.0,thousand USD,energy,PETRONET
2024-06-01,Europe,United Kingdom,0.0,USD/bbl,energy,PETRONET
2024-06-01,MiddleEast,Iraq,8849.0,thousand bbl,energy,PETRONET
2024-06-01,MiddleEast,Iraq,736744.0,thousand USD,energy,PETRONET
2024-06-01,MiddleEast,Iraq,83.26,USD/bbl,energy,PETRONET
2024-06-01,MiddleEast,Kuwait,5616.0,thousand bbl,energy,PETRONET
2024-06-01,MiddleEast,Kuwait,482072.0,thousand USD,energy,PETRONET
2024-06-01,MiddleEast,Kuwait,85.84,USD/bbl,energy,PETRONET
2024-06-01,MiddleEast,MiddleEast,76.33,percentage,energy,PETRONET
2024-06-01,MiddleEast,MiddleEast,59811.0,thousand bbl,energy,PETRONET
2024-06-01,MiddleEast,MiddleEast,5167817.0,thousand USD,energy,PETRONET
2024-06-01,MiddleEast,MiddleEast,73.23428571428572,USD/bbl,energy,PETRONET
2024-06-01,MiddleEast,Neutral Zone,2554.0,thousand bbl,energy,PETRONET
2024-06-01,MiddleEast,Neutral Zone,214444.0,thousand USD,energy,PETRONET
2024-06-01,MiddleEast,Neutral Zone,83.97,USD/bbl,energy,PETRONET
2024-06-01,MiddleEast,Oman,0.0,thousand bbl,energy,PETRONET
2024-06-01,MiddleEast,Oman,0.0,thousand USD,energy,PETRONET
2024-06-01,MiddleEast,Oman,0.0,USD/bbl,energy,PETRONET
2024-06-01,MiddleEast,Qatar,4518.0,thousand bbl,energy,PETRONET
2024-06-01,MiddleEast,Qatar,379346.0,thousand USD,energy,PETRONET
2024-06-01,MiddleEast,Qatar,83.96,USD/bbl,energy,PETRONET
2024-06-01,MiddleEast,Saudi Arabia,24915.0,thousand bbl,energy,PETRONET
2024-06-01,MiddleEast,Saudi Arabia,2176100.0,thousand USD,energy,PETRONET
2024-06-01,MiddleEast,Saudi Arabia,87.34,USD/bbl,energy,PETRONET
2024-06-01,MiddleEast,UAE,13359.0,thousand bbl,energy,PETRONET
2024-06-01,MiddleEast,UAE,1179111.0,thousand USD,energy,PETRONET
2024-06-01,MiddleEast,UAE,88.27,USD/bbl,energy,PETRONET
2024-06-01,Total,Total,77774.0,thousand bbl,energy,PETRONET
2024-06-01,Total,Total,6770754.0,thousand USD,energy,PETRONET
2024-06-01,Total,Total,87.06,USD/bbl,energy,PETRONET
2024-07-01,Africa,Africa,1.26,percentage,energy,PETRONET
2024-07-01,Africa,Africa,1047.0,thousand bbl,energy,PETRONET
2024-07-01,Africa,Africa,91438.0,thousand USD,energy,PETRONET
2024-07-01,Africa,Africa,17.47,USD/bbl,energy,PETRONET
2024-07-01,Africa,Algeria,1047.0,thousand bbl,energy,PETRONET
2024-07-01,Africa,Algeria,91438.0,thousand USD,energy,PETRONET
2024-07-01,Africa,Algeria,87.35,USD/bbl,energy,PETRONET
2024-07-01,Africa,Congo,0.0,thousand bbl,energy,PETRONET
2024-07-01,Africa,Congo,0.0,thousand USD,energy,PETRONET
2024-07-01,Africa,Congo,0.0,USD/bbl,energy,PETRONET
2024-07-01,Africa,Equatorial Guinea,0.0,thousand bbl,energy,PETRONET
2024-07-01,Africa,Equatorial Guinea,0.0,thousand USD,energy,PETRONET
2024-07-01,Africa,Equatorial Guinea,0.0,USD/bbl,energy,PETRONET
2024-07-01,Africa,Gabon,0.0,thousand bbl,energy,PETRONET
2024-07-01,Africa,Gabon,0.0,thousand USD,energy,PETRONET
2024-07-01,Africa,Gabon,0.0,USD/bbl,energy,PETRONET
2024-07-01,Africa,Mozambique,0.0,thousand bbl,energy,PETRONET
2024-07-01,Africa,Mozambique,0.0,thousand USD,energy,PETRONET
2024-07-01,Africa,Mozambique,0.0,USD/bbl,energy,PETRONET
2024-07-01,Africa,Nigeria,0.0,thousand bbl,energy,PETRONET
2024-07-01,Africa,Nigeria,0.0,thousand USD,energy,PETRONET
2024-07-01,Africa,Nigeria,0.0,USD/bbl,energy,PETRONET
2024-07-01,America,America,31.55,percentage,energy,PETRONET
2024-07-01,America,America,26348.0,thousand bbl,energy,PETRONET
2024-07-01,America,America,2284057.0,thousand USD,energy,PETRONET
2024-07-01,America,America,51.022000000000006,USD/bbl,energy,PETRONET
2024-07-01,America,Brazil,2746.0,thousand bbl,energy,PETRONET
2024-07-01,America,Brazil,240301.0,thousand USD,energy,PETRONET
2024-07-01,America,Brazil,87.5,USD/bbl,energy,PETRONET
2024-07-01,America,Canada,0.0,thousand bbl,energy,PETRONET
2024-07-01,America,Canada,0.0,thousand USD,energy,PETRONET
2024-07-01,America,Canada,0.0,USD/bbl,energy,PETRONET
2024-07-01,America,Ecuador,0.0,thousand bbl,energy,PETRONET
2024-07-01,America,Ecuador,0.0,thousand USD,energy,PETRONET
2024-07-01,America,Ecuador,0.0,USD/bbl,energy,PETRONET
2024-07-01,America,Mexico,3537.0,thousand bbl,energy,PETRONET
2024-07-01,America,Mexico,282359.0,thousand USD,energy,PETRONET
2024-07-01,America,Mexico,79.83,USD/bbl,energy,PETRONET
2024-07-01,America,United States,20065.0,thousand bbl,energy,PETRONET
2024-07-01,America,United States,1761397.0,thousand USD,energy,PETRONET
2024-07-01,America,United States,87.78,USD/bbl,energy,PETRONET
2024-07-01,Asia,Asia,1.64,percentage,energy,PETRONET
2024-07-01,Asia,Asia,1429.0,thousand bbl,energy,PETRONET
2024-07-01,Asia,Asia,118896.0,thousand USD,energy,PETRONET
2024-07-01,Asia,Asia,23.701428571428576,USD/bbl,energy,PETRONET
2024-07-01,Asia,Australia,1101.0,thousand bbl,energy,PETRONET
2024-07-01,Asia,Australia,91817.0,thousand USD,energy,PETRONET
2024-07-01,Asia,Australia,83.43,USD/bbl,energy,PETRONET
2024-07-01,Asia,Indonesia,0.0,thousand bbl,energy,PETRONET
2024-07-01,Asia,Indonesia,0.0,thousand USD,energy,PETRONET
2024-07-01,Asia,Indonesia,0.0,USD/bbl,energy,PETRONET
2024-07-01,Asia,Kazakhstan,0.0,thousand bbl,energy,PETRONET
2024-07-01,Asia,Kazakhstan,0.0,thousand USD,energy,PETRONET
2024-07-01,Asia,Kazakhstan,0.0,USD/bbl,energy,PETRONET
2024-07-01,Asia,Malaysia,0.0,thousand bbl,energy,PETRONET
2024-07-01,Asia,Malaysia,0.0,thousand USD,energy,PETRONET
2024-07-01,Asia,Malaysia,0.0,USD/bbl,energy,PETRONET
2024-07-01,Asia,New Zealand,328.0,thousand bbl,energy,PETRONET
2024-07-01,Asia,New Zealand,27079.0,thousand USD,energy,PETRONET
2024-07-01,Asia,New Zealand,82.48,USD/bbl,energy,PETRONET
2024-07-01,Asia,Papua New Guinea,0.0,thousand bbl,energy,PETRONET
2024-07-01,Asia,Papua New Guinea,0.0,thousand USD,energy,PETRONET
2024-07-01,Asia,Papua New Guinea,0.0,USD/bbl,energy,PETRONET
2024-07-01,Asia,Philippines,0.0,thousand bbl,energy,PETRONET
2024-07-01,Asia,Philippines,0.0,thousand USD,energy,PETRONET
2024-07-01,Asia,Philippines,0.0,USD/bbl,energy,PETRONET
2024-07-01,Europe,Europe,0.0,percentage,energy,PETRONET
2024-07-01,Europe,Europe,0.0,thousand bbl,energy,PETRONET
2024-07-01,Europe,Europe,0.0,thousand USD,energy,PETRONET
2024-07-01,Europe,Europe,0.0,USD/bbl,energy,PETRONET
2024-07-01,Europe,Norway,0.0,thousand bbl,energy,PETRONET
2024-07-01,Europe,Norway,0.0,thousand USD,energy,PETRONET
2024-07-01,Europe,Norway,0.0,USD/bbl,energy,PETRONET
2024-07-01,Europe,United Kingdom,0.0,thousand bbl,energy,PETRONET
2024-07-01,Europe,United Kingdom,0.0,thousand USD,energy,PETRONET
2024-07-01,Europe,United Kingdom,0.0,USD/bbl,energy,PETRONET
2024-07-01,MiddleEast,Iraq,6946.0,thousand bbl,energy,PETRONET
2024-07-01,MiddleEast,Iraq,576431.0,thousand USD,energy,PETRONET
2024-07-01,MiddleEast,Iraq,82.99,USD/bbl,energy,PETRONET
2024-07-01,MiddleEast,Kuwait,5530.0,thousand bbl,energy,PETRONET
2024-07-01,MiddleEast,Kuwait,467037.0,thousand USD,energy,PETRONET
2024-07-01,MiddleEast,Kuwait,84.46,USD/bbl,energy,PETRONET
2024-07-01,MiddleEast,MiddleEast,65.55,percentage,energy,PETRONET
2024-07-01,MiddleEast,MiddleEast,55272.0,thousand bbl,energy,PETRONET
2024-07-01,MiddleEast,MiddleEast,4745473.0,thousand USD,energy,PETRONET
2024-07-01,MiddleEast,MiddleEast,73.07000000000001,USD/bbl,energy,PETRONET
2024-07-01,MiddleEast,Neutral Zone,1206.0,thousand bbl,energy,PETRONET
2024-07-01,MiddleEast,Neutral Zone,105689.0,thousand USD,energy,PETRONET
2024-07-01,MiddleEast,Neutral Zone,87.65,USD/bbl,energy,PETRONET
2024-07-01,MiddleEast,Oman,0.0,thousand bbl,energy,PETRONET
2024-07-01,MiddleEast,Oman,0.0,thousand USD,energy,PETRONET
2024-07-01,MiddleEast,Oman,0.0,USD/bbl,energy,PETRONET
2024-07-01,MiddleEast,Qatar,5831.0,thousand bbl,energy,PETRONET
2024-07-01,MiddleEast,Qatar,471782.0,thousand USD,energy,PETRONET
2024-07-01,MiddleEast,Qatar,80.91,USD/bbl,energy,PETRONET
2024-07-01,MiddleEast,Saudi Arabia,28419.0,thousand bbl,energy,PETRONET
2024-07-01,MiddleEast,Saudi Arabia,2475966.0,thousand USD,energy,PETRONET
2024-07-01,MiddleEast,Saudi Arabia,87.12,USD/bbl,energy,PETRONET
2024-07-01,MiddleEast,UAE,7340.0,thousand bbl,energy,PETRONET
2024-07-01,MiddleEast,UAE,648568.0,thousand USD,energy,PETRONET
2024-07-01,MiddleEast,UAE,88.36,USD/bbl,energy,PETRONET
2024-07-01,Total,Total,84095.0,thousand bbl,energy,PETRONET
2024-07-01,Total,Total,7239866.0,thousand USD,energy,PETRONET
2024-07-01,Total,Total,86.09,USD/bbl,energy,PETRONET
2024-08-01,Africa,Africa,1.85,percentage,energy,PETRONET
2024-08-01,Africa,Africa,1769.0,thousand bbl,energy,PETRONET
2024-08-01,Africa,Africa,148890.0,thousand USD,energy,PETRONET
2024-08-01,Africa,Africa,49.872,USD/bbl,energy,PETRONET
2024-08-01,Africa,Algeria,998.0,thousand bbl,energy,PETRONET
2024-08-01,Africa,Algeria,88050.0,thousand USD,energy,PETRONET
2024-08-01,Africa,Algeria,88.26,USD/bbl,energy,PETRONET
2024-08-01,Africa,Congo,0.0,thousand bbl,energy,PETRONET
2024-08-01,Africa,Congo,0.0,thousand USD,energy,PETRONET
2024-08-01,Africa,Congo,0.0,USD/bbl,energy,PETRONET
2024-08-01,Africa,Equatorial Guinea,511.0,thousand bbl,energy,PETRONET
2024-08-01,Africa,Equatorial Guinea,38607.0,thousand USD,energy,PETRONET
2024-08-01,Africa,Equatorial Guinea,75.49,USD/bbl,energy,PETRONET
2024-08-01,Africa,Gabon,0.0,thousand bbl,energy,PETRONET
2024-08-01,Africa,Gabon,0.0,thousand USD,energy,PETRONET
2024-08-01,Africa,Gabon,0.0,USD/bbl,energy,PETRONET
2024-08-01,Africa,Mozambique,260.0,thousand bbl,energy,PETRONET
2024-08-01,Africa,Mozambique,22233.0,thousand USD,energy,PETRONET
2024-08-01,Africa,Mozambique,85.61,USD/bbl,energy,PETRONET
2024-08-01,Africa,Nigeria,0.0,thousand bbl,energy,PETRONET
2024-08-01,Africa,Nigeria,0.0,thousand USD,energy,PETRONET
2024-08-01,Africa,Nigeria,0.0,USD/bbl,energy,PETRONET
2024-08-01,America,America,23.35,percentage,energy,PETRONET
2024-08-01,America,America,21870.0,thousand bbl,energy,PETRONET
2024-08-01,America,America,1883303.0,thousand USD,energy,PETRONET
2024-08-01,America,America,84.04400000000001,USD/bbl,energy,PETRONET
2024-08-01,America,Brazil,984.0,thousand bbl,energy,PETRONET
2024-08-01,America,Brazil,88299.0,thousand USD,energy,PETRONET
2024-08-01,America,Brazil,89.71,USD/bbl,energy,PETRONET
2024-08-01,America,Canada,539.0,thousand bbl,energy,PETRONET
2024-08-01,America,Canada,42931.0,thousand USD,energy,PETRONET
2024-08-01,America,Canada,79.68,USD/bbl,energy,PETRONET
2024-08-01,America,Ecuador,1034.0,thousand bbl,energy,PETRONET
