date,indicator,value,unit,source
2010-06-01,KOSPI,1698.2900390625,index,ECOS
2010-06-01,Coincident Index,100.9,index,ECOS
2010-06-01,Leading Index,102.0,index,ECOS
2010-06-01,Leading–Coincident Spread,1.0999999999999943,index,ECOS
2010-07-01,KOSPI,1759.3299560546875,index,ECOS
2010-07-01,Coincident Index,101.1,index,ECOS
2010-07-01,Leading Index,101.9,index,ECOS
2010-07-01,Leading–Coincident Spread,0.8000000000000114,index,ECOS
2010-08-01,KOSPI,1742.75,index,ECOS
2010-08-01,Coincident Index,100.7,index,ECOS
2010-08-01,Leading Index,101.7,index,ECOS
2010-08-01,Leading–Coincident Spread,1.0,index,ECOS
2010-09-01,KOSPI,1872.81005859375,index,ECOS
2010-09-01,Coincident Index,100.3,index,ECOS
2010-09-01,Leading Index,101.4,index,ECOS
2010-09-01,Leading–Coincident Spread,1.1000000000000083,index,ECOS
2010-10-01,KOSPI,1882.949951171875,index,ECOS
2010-10-01,Coincident Index,99.8,index,ECOS
2010-10-01,Leading Index,100.9,index,ECOS
2010-10-01,Leading–Coincident Spread,1.1000000000000083,index,ECOS
2010-11-01,KOSPI,1904.6300048828125,index,ECOS
2010-11-01,Coincident Index,99.9,index,ECOS
2010-11-01,Leading Index,100.9,index,ECOS
2010-11-01,Leading–Coincident Spread,1.0,index,ECOS
2010-12-01,KOSPI,2051.0,index,ECOS
2010-12-01,Coincident Index,100.2,index,ECOS
2010-12-01,Leading Index,100.7,index,ECOS
2010-12-01,Leading–Coincident Spread,0.5,index,ECOS
2011-01-01,KOSPI,2069.72998046875,index,ECOS
2011-01-01,Coincident Index,100.9,index,ECOS
2011-01-01,Leading Index,101.1,index,ECOS
2011-01-01,Leading–Coincident Spread,0.1999999999999886,index,ECOS
2011-02-01,KOSPI,1939.300048828125,index,ECOS
2011-02-01,Coincident Index,100.7,index,ECOS
2011-02-01,Leading Index,101.1,index,ECOS
2011-02-01,Leading–Coincident Spread,0.3999999999999915,index,ECOS
2011-03-01,KOSPI,2106.699951171875,index,ECOS
2011-03-01,Coincident Index,100.9,index,ECOS
2011-03-01,Leading Index,101.1,index,ECOS
2011-03-01,Leading–Coincident Spread,0.1999999999999886,index,ECOS
2011-04-01,KOSPI,2192.360107421875,index,ECOS
2011-04-01,Coincident Index,100.4,index,ECOS
2011-04-01,Leading Index,100.9,index,ECOS
2011-04-01,Leading–Coincident Spread,0.5,index,ECOS
2011-05-01,KOSPI,2142.469970703125,index,ECOS
2011-05-01,Coincident Index,100.9,index,ECOS
2011-05-01,Leading Index,100.8,index,ECOS
2011-05-01,Leading–Coincident Spread,-0.1000000000000085,index,ECOS
2011-06-01,KOSPI,2100.68994140625,index,ECOS
2011-06-01,Coincident Index,101.0,index,ECOS
2011-06-01,Leading Index,100.7,index,ECOS
2011-06-01,Leading–Coincident Spread,-0.2999999999999971,index,ECOS
2011-07-01,KOSPI,2133.2099609375,index,ECOS
2011-07-01,Coincident Index,101.0,index,ECOS
2011-07-01,Leading Index,100.6,index,ECOS
2011-07-01,Leading–Coincident Spread,-0.4000000000000057,index,ECOS
2011-08-01,KOSPI,1880.1099853515625,index,ECOS
2011-08-01,Coincident Index,101.2,index,ECOS
2011-08-01,Leading Index,100.4,index,ECOS
2011-08-01,Leading–Coincident Spread,-0.7999999999999972,index,ECOS
2011-09-01,KOSPI,1769.6500244140625,index,ECOS
2011-09-01,Coincident Index,100.8,index,ECOS
2011-09-01,Leading Index,100.1,index,ECOS
2011-09-01,Leading–Coincident Spread,-0.7000000000000028,index,ECOS
2011-10-01,KOSPI,1909.030029296875,index,ECOS
2011-10-01,Coincident Index,101.0,index,ECOS
2011-10-01,Leading Index,100.0,index,ECOS
2011-10-01,Leading–Coincident Spread,-1.0,index,ECOS
2011-11-01,KOSPI,1847.510009765625,index,ECOS
2011-11-01,Coincident Index,100.7,index,ECOS
2011-11-01,Leading Index,99.8,index,ECOS
2011-11-01,Leading–Coincident Spread,-0.9000000000000057,index,ECOS
2011-12-01,KOSPI,1825.739990234375,index,ECOS
2011-12-01,Coincident Index,100.6,index,ECOS
2011-12-01,Leading Index,99.7,index,ECOS
2011-12-01,Leading–Coincident Spread,-0.8999999999999915,index,ECOS
2012-01-01,KOSPI,1955.7900390625,index,ECOS
2012-01-01,Coincident Index,100.2,index,ECOS
2012-01-01,Leading Index,99.8,index,ECOS
2012-01-01,Leading–Coincident Spread,-0.4000000000000057,index,ECOS
2012-02-01,KOSPI,2030.25,index,ECOS
2012-02-01,Coincident Index,100.7,index,ECOS
2012-02-01,Leading Index,100.2,index,ECOS
2012-02-01,Leading–Coincident Spread,-0.5,index,ECOS
2012-03-01,KOSPI,2014.0400390625,index,ECOS
2012-03-01,Coincident Index,100.5,index,ECOS
2012-03-01,Leading Index,100.4,index,ECOS
2012-03-01,Leading–Coincident Spread,-0.0999999999999943,index,ECOS
2012-04-01,KOSPI,1981.989990234375,index,ECOS
2012-04-01,Coincident Index,100.6,index,ECOS
2012-04-01,Leading Index,100.5,index,ECOS
2012-04-01,Leading–Coincident Spread,-0.0999999999999943,index,ECOS
2012-05-01,KOSPI,1843.469970703125,index,ECOS
2012-05-01,Coincident Index,100.6,index,ECOS
2012-05-01,Leading Index,100.2,index,ECOS
2012-05-01,Leading–Coincident Spread,-0.3999999999999915,index,ECOS
2012-06-01,KOSPI,1854.010009765625,index,ECOS
2012-06-01,Coincident Index,100.6,index,ECOS
2012-06-01,Leading Index,100.3,index,ECOS
2012-06-01,Leading–Coincident Spread,-0.2999999999999971,index,ECOS
2012-07-01,KOSPI,1881.989990234375,index,ECOS
2012-07-01,Coincident Index,100.8,index,ECOS
2012-07-01,Leading Index,100.0,index,ECOS
2012-07-01,Leading–Coincident Spread,-0.7999999999999972,index,ECOS
2012-08-01,KOSPI,1905.1199951171875,index,ECOS
2012-08-01,Coincident Index,100.2,index,ECOS
2012-08-01,Leading Index,99.7,index,ECOS
2012-08-01,Leading–Coincident Spread,-0.5,index,ECOS
2012-09-01,KOSPI,1996.2099609375,index,ECOS
2012-09-01,Coincident Index,100.1,index,ECOS
2012-09-01,Leading Index,99.4,index,ECOS
2012-09-01,Leading–Coincident Spread,-0.6999999999999886,index,ECOS
2012-10-01,KOSPI,1912.06005859375,index,ECOS
2012-10-01,Coincident Index,99.8,index,ECOS
2012-10-01,Leading Index,99.3,index,ECOS
2012-10-01,Leading–Coincident Spread,-0.5,index,ECOS
2012-11-01,KOSPI,1932.9000244140625,index,ECOS
2012-11-01,Coincident Index,100.0,index,ECOS
2012-11-01,Leading Index,99.3,index,ECOS
2012-11-01,Leading–Coincident Spread,-0.7000000000000028,index,ECOS
2012-12-01,KOSPI,1997.050048828125,index,ECOS
2012-12-01,Coincident Index,100.1,index,ECOS
2012-12-01,Leading Index,99.4,index,ECOS
2012-12-01,Leading–Coincident Spread,-0.6999999999999886,index,ECOS
2013-01-01,KOSPI,1961.93994140625,index,ECOS
2013-01-01,Coincident Index,100.1,index,ECOS
2013-01-01,Leading Index,99.4,index,ECOS
2013-01-01,Leading–Coincident Spread,-0.6999999999999886,index,ECOS
2013-02-01,KOSPI,2026.489990234375,index,ECOS
2013-02-01,Coincident Index,100.1,index,ECOS
2013-02-01,Leading Index,99.4,index,ECOS
2013-02-01,Leading–Coincident Spread,-0.6999999999999886,index,ECOS
2013-03-01,KOSPI,2004.8900146484373,index,ECOS
2013-03-01,Coincident Index,99.8,index,ECOS
2013-03-01,Leading Index,99.4,index,ECOS
2013-03-01,Leading–Coincident Spread,-0.3999999999999915,index,ECOS
2013-04-01,KOSPI,1963.949951171875,index,ECOS
2013-04-01,Coincident Index,99.8,index,ECOS
2013-04-01,Leading Index,99.4,index,ECOS
2013-04-01,Leading–Coincident Spread,-0.3999999999999915,index,ECOS
2013-05-01,KOSPI,2001.050048828125,index,ECOS
2013-05-01,Coincident Index,99.7,index,ECOS
2013-05-01,Leading Index,99.5,index,ECOS
2013-05-01,Leading–Coincident Spread,-0.2000000000000028,index,ECOS
2013-06-01,KOSPI,1863.3199462890625,index,ECOS
2013-06-01,Coincident Index,100.0,index,ECOS
2013-06-01,Leading Index,99.6,index,ECOS
2013-06-01,Leading–Coincident Spread,-0.4000000000000057,index,ECOS
2013-07-01,KOSPI,1914.030029296875,index,ECOS
2013-07-01,Coincident Index,99.9,index,ECOS
2013-07-01,Leading Index,99.8,index,ECOS
2013-07-01,Leading–Coincident Spread,-0.1000000000000085,index,ECOS
2013-08-01,KOSPI,1926.3599853515625,index,ECOS
2013-08-01,Coincident Index,99.9,index,ECOS
2013-08-01,Leading Index,99.8,index,ECOS
2013-08-01,Leading–Coincident Spread,-0.1000000000000085,index,ECOS
2013-09-01,KOSPI,1996.9599609375,index,ECOS
2013-09-01,Coincident Index,99.7,index,ECOS
2013-09-01,Leading Index,99.7,index,ECOS
2013-09-01,Leading–Coincident Spread,0.0,index,ECOS
2013-10-01,KOSPI,2030.0899658203125,index,ECOS
2013-10-01,Coincident Index,100.0,index,ECOS
2013-10-01,Leading Index,99.7,index,ECOS
2013-10-01,Leading–Coincident Spread,-0.2999999999999971,index,ECOS
2013-11-01,KOSPI,2044.8699951171875,index,ECOS
2013-11-01,Coincident Index,100.0,index,ECOS
2013-11-01,Leading Index,99.8,index,ECOS
2013-11-01,Leading–Coincident Spread,-0.2000000000000028,index,ECOS
2013-12-01,KOSPI,2011.3399658203125,index,ECOS
2013-12-01,Coincident Index,100.2,index,ECOS
2013-12-01,Leading Index,99.9,index,ECOS
2013-12-01,Leading–Coincident Spread,-0.2999999999999971,index,ECOS
2014-01-01,KOSPI,1941.1500244140625,index,ECOS
2014-01-01,Coincident Index,100.4,index,ECOS
2014-01-01,Leading Index,99.8,index,ECOS
2014-01-01,Leading–Coincident Spread,-0.6000000000000085,index,ECOS
2014-02-01,KOSPI,1979.989990234375,index,ECOS
2014-02-01,Coincident Index,100.4,index,ECOS
2014-02-01,Leading Index,99.8,index,ECOS
2014-02-01,Leading–Coincident Spread,-0.6000000000000085,index,ECOS
2014-03-01,KOSPI,1985.6099853515625,index,ECOS
2014-03-01,Coincident Index,100.6,index,ECOS
2014-03-01,Leading Index,99.7,index,ECOS
2014-03-01,Leading–Coincident Spread,-0.8999999999999915,index,ECOS
2014-04-01,KOSPI,1961.7900390625,index,ECOS
2014-04-01,Coincident Index,100.4,index,ECOS
2014-04-01,Leading Index,99.6,index,ECOS
2014-04-01,Leading–Coincident Spread,-0.8000000000000114,index,ECOS
2014-05-01,KOSPI,1994.9599609375,index,ECOS
2014-05-01,Coincident Index,100.1,index,ECOS
2014-05-01,Leading Index,99.5,index,ECOS
2014-05-01,Leading–Coincident Spread,-0.5999999999999943,index,ECOS
2014-06-01,KOSPI,2002.2099609375,index,ECOS
2014-06-01,Coincident Index,100.0,index,ECOS
2014-06-01,Leading Index,99.5,index,ECOS
2014-06-01,Leading–Coincident Spread,-0.5,index,ECOS
2014-07-01,KOSPI,2076.1201171875,index,ECOS
2014-07-01,Coincident Index,100.0,index,ECOS
2014-07-01,Leading Index,99.4,index,ECOS
2014-07-01,Leading–Coincident Spread,-0.5999999999999943,index,ECOS
2014-08-01,KOSPI,2068.5400390625,index,ECOS
2014-08-01,Coincident Index,100.1,index,ECOS
2014-08-01,Leading Index,99.5,index,ECOS
2014-08-01,Leading–Coincident Spread,-0.5999999999999943,index,ECOS
2014-09-01,KOSPI,2020.0899658203125,index,ECOS
2014-09-01,Coincident Index,99.8,index,ECOS
2014-09-01,Leading Index,99.6,index,ECOS
2014-09-01,Leading–Coincident Spread,-0.2000000000000028,index,ECOS
2014-10-01,KOSPI,1964.4300537109373,index,ECOS
2014-10-01,Coincident Index,99.4,index,ECOS
2014-10-01,Leading Index,99.7,index,ECOS
2014-10-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS
2014-11-01,KOSPI,1980.780029296875,index,ECOS
2014-11-01,Coincident Index,99.2,index,ECOS
2014-11-01,Leading Index,99.8,index,ECOS
2014-11-01,Leading–Coincident Spread,0.5999999999999943,index,ECOS
2014-12-01,KOSPI,1915.5899658203125,index,ECOS
2014-12-01,Coincident Index,99.5,index,ECOS
2014-12-01,Leading Index,99.8,index,ECOS
2014-12-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS
2015-01-01,KOSPI,1949.260009765625,index,ECOS
2015-01-01,Coincident Index,99.5,index,ECOS
2015-01-01,Leading Index,100.1,index,ECOS
2015-01-01,Leading–Coincident Spread,0.5999999999999943,index,ECOS
2015-02-01,KOSPI,1985.800048828125,index,ECOS
2015-02-01,Coincident Index,99.8,index,ECOS
2015-02-01,Leading Index,100.2,index,ECOS
2015-02-01,Leading–Coincident Spread,0.4000000000000057,index,ECOS
2015-03-01,KOSPI,2041.030029296875,index,ECOS
2015-03-01,Coincident Index,99.4,index,ECOS
2015-03-01,Leading Index,100.4,index,ECOS
2015-03-01,Leading–Coincident Spread,1.0,index,ECOS
2015-04-01,KOSPI,2127.169921875,index,ECOS
2015-04-01,Coincident Index,99.3,index,ECOS
2015-04-01,Leading Index,100.5,index,ECOS
2015-04-01,Leading–Coincident Spread,1.2000000000000028,index,ECOS
2015-05-01,KOSPI,2114.800048828125,index,ECOS
2015-05-01,Coincident Index,98.8,index,ECOS
2015-05-01,Leading Index,100.6,index,ECOS
2015-05-01,Leading–Coincident Spread,1.7999999999999972,index,ECOS
2015-06-01,KOSPI,2074.199951171875,index,ECOS
2015-06-01,Coincident Index,98.7,index,ECOS
2015-06-01,Leading Index,100.5,index,ECOS
2015-06-01,Leading–Coincident Spread,1.7999999999999972,index,ECOS
2015-07-01,KOSPI,2030.1600341796875,index,ECOS
2015-07-01,Coincident Index,98.6,index,ECOS
2015-07-01,Leading Index,100.3,index,ECOS
2015-07-01,Leading–Coincident Spread,1.7000000000000028,index,ECOS
2015-08-01,KOSPI,1941.489990234375,index,ECOS
2015-08-01,Coincident Index,99.1,index,ECOS
2015-08-01,Leading Index,100.3,index,ECOS
2015-08-01,Leading–Coincident Spread,1.2000000000000028,index,ECOS
2015-09-01,KOSPI,1962.81005859375,index,ECOS
2015-09-01,Coincident Index,99.7,index,ECOS
2015-09-01,Leading Index,100.4,index,ECOS
2015-09-01,Leading–Coincident Spread,0.7000000000000028,index,ECOS
2015-10-01,KOSPI,2029.469970703125,index,ECOS
2015-10-01,Coincident Index,100.2,index,ECOS
2015-10-01,Leading Index,100.4,index,ECOS
2015-10-01,Leading–Coincident Spread,0.2000000000000028,index,ECOS
2015-11-01,KOSPI,1991.969970703125,index,ECOS
2015-11-01,Coincident Index,100.0,index,ECOS
2015-11-01,Leading Index,100.2,index,ECOS
2015-11-01,Leading–Coincident Spread,0.2000000000000028,index,ECOS
2015-12-01,KOSPI,1961.31005859375,index,ECOS
2015-12-01,Coincident Index,99.9,index,ECOS
2015-12-01,Leading Index,99.8,index,ECOS
2015-12-01,Leading–Coincident Spread,-0.1000000000000085,index,ECOS
2016-01-01,KOSPI,1912.06005859375,index,ECOS
2016-01-01,Coincident Index,99.6,index,ECOS
2016-01-01,Leading Index,99.5,index,ECOS
2016-01-01,Leading–Coincident Spread,-0.0999999999999943,index,ECOS
2016-02-01,KOSPI,1916.6600341796875,index,ECOS
2016-02-01,Coincident Index,99.5,index,ECOS
2016-02-01,Leading Index,99.1,index,ECOS
2016-02-01,Leading–Coincident Spread,-0.4000000000000057,index,ECOS
2016-03-01,KOSPI,1995.8499755859373,index,ECOS
2016-03-01,Coincident Index,99.3,index,ECOS
2016-03-01,Leading Index,99.2,index,ECOS
2016-03-01,Leading–Coincident Spread,-0.0999999999999943,index,ECOS
2016-04-01,KOSPI,1994.1500244140625,index,ECOS
2016-04-01,Coincident Index,99.2,index,ECOS
2016-04-01,Leading Index,99.2,index,ECOS
2016-04-01,Leading–Coincident Spread,0.0,index,ECOS
2016-05-01,KOSPI,1983.4000244140625,index,ECOS
2016-05-01,Coincident Index,99.5,index,ECOS
2016-05-01,Leading Index,99.3,index,ECOS
2016-05-01,Leading–Coincident Spread,-0.2000000000000028,index,ECOS
2016-06-01,KOSPI,1970.3499755859373,index,ECOS
2016-06-01,Coincident Index,99.7,index,ECOS
2016-06-01,Leading Index,99.3,index,ECOS
2016-06-01,Leading–Coincident Spread,-0.4000000000000057,index,ECOS
2016-07-01,KOSPI,2016.18994140625,index,ECOS
2016-07-01,Coincident Index,99.9,index,ECOS
2016-07-01,Leading Index,99.3,index,ECOS
2016-07-01,Leading–Coincident Spread,-0.6000000000000085,index,ECOS
2016-08-01,KOSPI,2034.6500244140625,index,ECOS
2016-08-01,Coincident Index,100.1,index,ECOS
2016-08-01,Leading Index,99.5,index,ECOS
2016-08-01,Leading–Coincident Spread,-0.5999999999999943,index,ECOS
2016-09-01,KOSPI,2043.6300048828125,index,ECOS
2016-09-01,Coincident Index,99.9,index,ECOS
2016-09-01,Leading Index,99.7,index,ECOS
2016-09-01,Leading–Coincident Spread,-0.2000000000000028,index,ECOS
2016-10-01,KOSPI,2008.18994140625,index,ECOS
2016-10-01,Coincident Index,99.8,index,ECOS
2016-10-01,Leading Index,99.9,index,ECOS
2016-10-01,Leading–Coincident Spread,0.1000000000000085,index,ECOS
2016-11-01,KOSPI,1983.47998046875,index,ECOS
2016-11-01,Coincident Index,100.1,index,ECOS
2016-11-01,Leading Index,100.1,index,ECOS
2016-11-01,Leading–Coincident Spread,0.0,index,ECOS
2016-12-01,KOSPI,2026.4599609375,index,ECOS
2016-12-01,Coincident Index,100.3,index,ECOS
2016-12-01,Leading Index,100.3,index,ECOS
2016-12-01,Leading–Coincident Spread,0.0,index,ECOS
2017-01-01,KOSPI,2067.570068359375,index,ECOS
2017-01-01,Coincident Index,100.6,index,ECOS
2017-01-01,Leading Index,100.5,index,ECOS
2017-01-01,Leading–Coincident Spread,-0.0999999999999943,index,ECOS
2017-02-01,KOSPI,2091.639892578125,index,ECOS
2017-02-01,Coincident Index,100.7,index,ECOS
2017-02-01,Leading Index,100.7,index,ECOS
2017-02-01,Leading–Coincident Spread,0.0,index,ECOS
2017-03-01,KOSPI,2160.22998046875,index,ECOS
2017-03-01,Coincident Index,100.8,index,ECOS
2017-03-01,Leading Index,100.9,index,ECOS
2017-03-01,Leading–Coincident Spread,0.1000000000000085,index,ECOS
2017-04-01,KOSPI,2205.43994140625,index,ECOS
2017-04-01,Coincident Index,100.9,index,ECOS
2017-04-01,Leading Index,101.2,index,ECOS
2017-04-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS
2017-05-01,KOSPI,2347.3798828125,index,ECOS
2017-05-01,Coincident Index,101.0,index,ECOS
2017-05-01,Leading Index,101.3,index,ECOS
2017-05-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS
2017-06-01,KOSPI,2391.7900390625,index,ECOS
2017-06-01,Coincident Index,101.0,index,ECOS
2017-06-01,Leading Index,101.5,index,ECOS
2017-06-01,Leading–Coincident Spread,0.5,index,ECOS
2017-07-01,KOSPI,2402.7099609375,index,ECOS
2017-07-01,Coincident Index,100.9,index,ECOS
2017-07-01,Leading Index,101.6,index,ECOS
2017-07-01,Leading–Coincident Spread,0.6999999999999886,index,ECOS
2017-08-01,KOSPI,2363.18994140625,index,ECOS
2017-08-01,Coincident Index,101.0,index,ECOS
2017-08-01,Leading Index,101.8,index,ECOS
2017-08-01,Leading–Coincident Spread,0.7999999999999972,index,ECOS
2017-09-01,KOSPI,2394.469970703125,index,ECOS
2017-09-01,Coincident Index,101.3,index,ECOS
2017-09-01,Leading Index,101.8,index,ECOS
2017-09-01,Leading–Coincident Spread,0.5,index,ECOS
2017-10-01,KOSPI,2523.429931640625,index,ECOS
2017-10-01,Coincident Index,101.1,index,ECOS
2017-10-01,Leading Index,101.8,index,ECOS
2017-10-01,Leading–Coincident Spread,0.7000000000000028,index,ECOS
2017-11-01,KOSPI,2476.3701171875,index,ECOS
2017-11-01,Coincident Index,101.3,index,ECOS
2017-11-01,Leading Index,101.6,index,ECOS
2017-11-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS
2017-12-01,KOSPI,2467.489990234375,index,ECOS
2017-12-01,Coincident Index,100.7,index,ECOS
2017-12-01,Leading Index,101.4,index,ECOS
2017-12-01,Leading–Coincident Spread,0.7000000000000028,index,ECOS
2018-01-01,KOSPI,2566.4599609375,index,ECOS
2018-01-01,Coincident Index,100.9,index,ECOS
2018-01-01,Leading Index,101.5,index,ECOS
2018-01-01,Leading–Coincident Spread,0.5999999999999943,index,ECOS
2018-02-01,KOSPI,2427.360107421875,index,ECOS
2018-02-01,Coincident Index,101.0,index,ECOS
2018-02-01,Leading Index,101.4,index,ECOS
2018-02-01,Leading–Coincident Spread,0.4000000000000057,index,ECOS
2018-03-01,KOSPI,2445.85009765625,index,ECOS
2018-03-01,Coincident Index,100.9,index,ECOS
2018-03-01,Leading Index,101.4,index,ECOS
2018-03-01,Leading–Coincident Spread,0.5,index,ECOS
2018-04-01,KOSPI,2515.3798828125,index,ECOS
2018-04-01,Coincident Index,100.8,index,ECOS
2018-04-01,Leading Index,101.1,index,ECOS
2018-04-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS
2018-05-01,KOSPI,2423.010009765625,index,ECOS
2018-05-01,Coincident Index,100.7,index,ECOS
2018-05-01,Leading Index,101.1,index,ECOS
2018-05-01,Leading–Coincident Spread,0.3999999999999915,index,ECOS
2018-06-01,KOSPI,2326.1298828125,index,ECOS
2018-06-01,Coincident Index,100.7,index,ECOS
2018-06-01,Leading Index,101.0,index,ECOS
2018-06-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS
2018-07-01,KOSPI,2295.260009765625,index,ECOS
2018-07-01,Coincident Index,100.6,index,ECOS
2018-07-01,Leading Index,100.9,index,ECOS
2018-07-01,Leading–Coincident Spread,0.3000000000000113,index,ECOS
2018-08-01,KOSPI,2322.8798828125,index,ECOS
2018-08-01,Coincident Index,100.5,index,ECOS
2018-08-01,Leading Index,100.5,index,ECOS
2018-08-01,Leading–Coincident Spread,0.0,index,ECOS
2018-09-01,KOSPI,2343.070068359375,index,ECOS
2018-09-01,Coincident Index,100.2,index,ECOS
2018-09-01,Leading Index,100.3,index,ECOS
2018-09-01,Leading–Coincident Spread,0.0999999999999943,index,ECOS
2018-10-01,KOSPI,2029.68994140625,index,ECOS
2018-10-01,Coincident Index,100.1,index,ECOS
2018-10-01,Leading Index,100.1,index,ECOS
2018-10-01,Leading–Coincident Spread,0.0,index,ECOS
2018-11-01,KOSPI,2096.860107421875,index,ECOS
2018-11-01,Coincident Index,100.0,index,ECOS
2018-11-01,Leading Index,99.7,index,ECOS
2018-11-01,Leading–Coincident Spread,-0.2999999999999971,index,ECOS
2018-12-01,KOSPI,2041.0400390625,index,ECOS
2018-12-01,Coincident Index,99.8,index,ECOS
2018-12-01,Leading Index,99.4,index,ECOS
2018-12-01,Leading–Coincident Spread,-0.3999999999999915,index,ECOS
2019-01-01,KOSPI,2204.85009765625,index,ECOS
2019-01-01,Coincident Index,100.0,index,ECOS
2019-01-01,Leading Index,99.3,index,ECOS
2019-01-01,Leading–Coincident Spread,-0.7000000000000028,index,ECOS
2019-02-01,KOSPI,2195.43994140625,index,ECOS
2019-02-01,Coincident Index,99.4,index,ECOS
2019-02-01,Leading Index,99.1,index,ECOS
2019-02-01,Leading–Coincident Spread,-0.3000000000000113,index,ECOS
2019-03-01,KOSPI,2140.669921875,index,ECOS
2019-03-01,Coincident Index,99.3,index,ECOS
2019-03-01,Leading Index,99.2,index,ECOS
2019-03-01,Leading–Coincident Spread,-0.0999999999999943,index,ECOS
2019-04-01,KOSPI,2203.590087890625,index,ECOS
2019-04-01,Coincident Index,99.1,index,ECOS
2019-04-01,Leading Index,99.2,index,ECOS
2019-04-01,Leading–Coincident Spread,0.1000000000000085,index,ECOS
2019-05-01,KOSPI,2041.739990234375,index,ECOS
2019-05-01,Coincident Index,99.5,index,ECOS
2019-05-01,Leading Index,99.0,index,ECOS
2019-05-01,Leading–Coincident Spread,-0.5,index,ECOS
2019-06-01,KOSPI,2130.6201171875,index,ECOS
2019-06-01,Coincident Index,99.5,index,ECOS
2019-06-01,Leading Index,98.7,index,ECOS
2019-06-01,Leading–Coincident Spread,-0.7999999999999972,index,ECOS
2019-07-01,KOSPI,2024.550048828125,index,ECOS
2019-07-01,Coincident Index,99.5,index,ECOS
2019-07-01,Leading Index,98.4,index,ECOS
2019-07-01,Leading–Coincident Spread,-1.0999999999999943,index,ECOS
2019-08-01,KOSPI,1967.7900390625,index,ECOS
2019-08-01,Coincident Index,99.6,index,ECOS
2019-08-01,Leading Index,98.3,index,ECOS
2019-08-01,Leading–Coincident Spread,-1.2999999999999972,index,ECOS
2019-09-01,KOSPI,2063.050048828125,index,ECOS
2019-09-01,Coincident Index,99.8,index,ECOS
2019-09-01,Leading Index,98.4,index,ECOS
2019-09-01,Leading–Coincident Spread,-1.3999999999999917,index,ECOS
2019-10-01,KOSPI,2083.47998046875,index,ECOS
2019-10-01,Coincident Index,99.8,index,ECOS
2019-10-01,Leading Index,98.7,index,ECOS
2019-10-01,Leading–Coincident Spread,-1.0999999999999943,index,ECOS
2019-11-01,KOSPI,2087.9599609375,index,ECOS
2019-11-01,Coincident Index,99.7,index,ECOS
2019-11-01,Leading Index,98.9,index,ECOS
2019-11-01,Leading–Coincident Spread,-0.7999999999999972,index,ECOS
2019-12-01,KOSPI,2197.669921875,index,ECOS
2019-12-01,Coincident Index,100.1,index,ECOS
2019-12-01,Leading Index,99.2,index,ECOS
2019-12-01,Leading–Coincident Spread,-0.8999999999999915,index,ECOS
2020-01-01,KOSPI,2119.010009765625,index,ECOS
2020-01-01,Coincident Index,100.2,index,ECOS
2020-01-01,Leading Index,99.3,index,ECOS
2020-01-01,Leading–Coincident Spread,-0.9000000000000057,index,ECOS
2020-02-01,KOSPI,1987.010009765625,index,ECOS
2020-02-01,Coincident Index,99.5,index,ECOS
2020-02-01,Leading Index,99.3,index,ECOS
2020-02-01,Leading–Coincident Spread,-0.2000000000000028,index,ECOS
2020-03-01,KOSPI,1754.6400146484375,index,ECOS
2020-03-01,Coincident Index,98.4,index,ECOS
2020-03-01,Leading Index,98.9,index,ECOS
2020-03-01,Leading–Coincident Spread,0.5,index,ECOS
2020-04-01,KOSPI,1947.56005859375,index,ECOS
2020-04-01,Coincident Index,97.3,index,ECOS
2020-04-01,Leading Index,98.6,index,ECOS
2020-04-01,Leading–Coincident Spread,1.2999999999999972,index,ECOS
2020-05-01,KOSPI,2029.5999755859373,index,ECOS
2020-05-01,Coincident Index,96.3,index,ECOS
2020-05-01,Leading Index,98.2,index,ECOS
2020-05-01,Leading–Coincident Spread,1.9000000000000057,index,ECOS
2020-06-01,KOSPI,2108.330078125,index,ECOS
2020-06-01,Coincident Index,96.4,index,ECOS
2020-06-01,Leading Index,98.5,index,ECOS
2020-06-01,Leading–Coincident Spread,2.0999999999999943,index,ECOS
2020-07-01,KOSPI,2249.3701171875,index,ECOS
2020-07-01,Coincident Index,96.6,index,ECOS
2020-07-01,Leading Index,98.8,index,ECOS
2020-07-01,Leading–Coincident Spread,2.200000000000003,index,ECOS
2020-08-01,KOSPI,2326.169921875,index,ECOS
2020-08-01,Coincident Index,97.0,index,ECOS
2020-08-01,Leading Index,99.4,index,ECOS
2020-08-01,Leading–Coincident Spread,2.4000000000000057,index,ECOS
2020-09-01,KOSPI,2327.889892578125,index,ECOS
2020-09-01,Coincident Index,97.6,index,ECOS
2020-09-01,Leading Index,99.7,index,ECOS
2020-09-01,Leading–Coincident Spread,2.1000000000000085,index,ECOS
2020-10-01,KOSPI,2267.14990234375,index,ECOS
2020-10-01,Coincident Index,97.9,index,ECOS
2020-10-01,Leading Index,100.0,index,ECOS
2020-10-01,Leading–Coincident Spread,2.0999999999999943,index,ECOS
