date,indicator,value,unit,source
2020-11-01,KOSPI,2591.340087890625,index,ECOS
2020-11-01,Coincident Index,98.5,index,ECOS
2020-11-01,Leading Index,100.5,index,ECOS
2020-11-01,Leading–Coincident Spread,2.0,index,ECOS
2020-12-01,KOSPI,2873.469970703125,index,ECOS
2020-12-01,Coincident Index,98.4,index,ECOS
2020-12-01,Leading Index,100.8,index,ECOS
2020-12-01,Leading–Coincident Spread,2.3999999999999915,index,ECOS
2021-01-01,KOSPI,2976.2099609375,index,ECOS
2021-01-01,Coincident Index,98.1,index,ECOS
2021-01-01,Leading Index,101.2,index,ECOS
2021-01-01,Leading–Coincident Spread,3.1000000000000085,index,ECOS
2021-02-01,KOSPI,3012.949951171875,index,ECOS
2021-02-01,Coincident Index,98.1,index,ECOS
2021-02-01,Leading Index,101.5,index,ECOS
2021-02-01,Leading–Coincident Spread,3.4000000000000057,index,ECOS
2021-03-01,KOSPI,3061.419921875,index,ECOS
2021-03-01,Coincident Index,98.6,index,ECOS
2021-03-01,Leading Index,101.9,index,ECOS
2021-03-01,Leading–Coincident Spread,3.300000000000012,index,ECOS
2021-04-01,KOSPI,3147.860107421875,index,ECOS
2021-04-01,Coincident Index,99.4,index,ECOS
2021-04-01,Leading Index,102.3,index,ECOS
2021-04-01,Leading–Coincident Spread,2.8999999999999915,index,ECOS
2021-05-01,KOSPI,3203.919921875,index,ECOS
2021-05-01,Coincident Index,99.6,index,ECOS
2021-05-01,Leading Index,102.7,index,ECOS
2021-05-01,Leading–Coincident Spread,3.1000000000000085,index,ECOS
2021-06-01,KOSPI,3296.679931640625,index,ECOS
2021-06-01,Coincident Index,99.6,index,ECOS
2021-06-01,Leading Index,103.0,index,ECOS
2021-06-01,Leading–Coincident Spread,3.4000000000000057,index,ECOS
2021-07-01,KOSPI,3202.320068359375,index,ECOS
2021-07-01,Coincident Index,99.6,index,ECOS
2021-07-01,Leading Index,102.9,index,ECOS
2021-07-01,Leading–Coincident Spread,3.300000000000012,index,ECOS
2021-08-01,KOSPI,3199.27001953125,index,ECOS
2021-08-01,Coincident Index,99.6,index,ECOS
2021-08-01,Leading Index,102.7,index,ECOS
2021-08-01,Leading–Coincident Spread,3.1000000000000085,index,ECOS
2021-09-01,KOSPI,3068.820068359375,index,ECOS
2021-09-01,Coincident Index,99.6,index,ECOS
2021-09-01,Leading Index,102.3,index,ECOS
2021-09-01,Leading–Coincident Spread,2.700000000000003,index,ECOS
2021-10-01,KOSPI,2970.679931640625,index,ECOS
2021-10-01,Coincident Index,99.7,index,ECOS
2021-10-01,Leading Index,101.9,index,ECOS
2021-10-01,Leading–Coincident Spread,2.200000000000003,index,ECOS
2021-11-01,KOSPI,2839.010009765625,index,ECOS
2021-11-01,Coincident Index,100.0,index,ECOS
2021-11-01,Leading Index,101.5,index,ECOS
2021-11-01,Leading–Coincident Spread,1.5,index,ECOS
2021-12-01,KOSPI,2977.64990234375,index,ECOS
2021-12-01,Coincident Index,100.7,index,ECOS
2021-12-01,Leading Index,101.4,index,ECOS
2021-12-01,Leading–Coincident Spread,0.7000000000000028,index,ECOS
2022-01-01,KOSPI,2663.340087890625,index,ECOS
2022-01-01,Coincident Index,101.2,index,ECOS
2022-01-01,Leading Index,101.5,index,ECOS
2022-01-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS
2022-02-01,KOSPI,2699.179931640625,index,ECOS
2022-02-01,Coincident Index,101.2,index,ECOS
2022-02-01,Leading Index,101.3,index,ECOS
2022-02-01,Leading–Coincident Spread,0.0999999999999943,index,ECOS
2022-03-01,KOSPI,2757.64990234375,index,ECOS
2022-03-01,Coincident Index,101.0,index,ECOS
2022-03-01,Leading Index,101.1,index,ECOS
2022-03-01,Leading–Coincident Spread,0.0999999999999943,index,ECOS
2022-04-01,KOSPI,2695.050048828125,index,ECOS
2022-04-01,Coincident Index,100.7,index,ECOS
2022-04-01,Leading Index,101.0,index,ECOS
2022-04-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS
2022-05-01,KOSPI,2685.89990234375,index,ECOS
2022-05-01,Coincident Index,100.9,index,ECOS
2022-05-01,Leading Index,101.2,index,ECOS
2022-05-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS
2022-06-01,KOSPI,2332.639892578125,index,ECOS
2022-06-01,Coincident Index,101.0,index,ECOS
2022-06-01,Leading Index,101.2,index,ECOS
2022-06-01,Leading–Coincident Spread,0.2000000000000028,index,ECOS
2022-07-01,KOSPI,2451.5,index,ECOS
2022-07-01,Coincident Index,101.2,index,ECOS
2022-07-01,Leading Index,100.9,index,ECOS
2022-07-01,Leading–Coincident Spread,-0.2999999999999971,index,ECOS
2022-08-01,KOSPI,2472.050048828125,index,ECOS
2022-08-01,Coincident Index,101.5,index,ECOS
2022-08-01,Leading Index,100.8,index,ECOS
2022-08-01,Leading–Coincident Spread,-0.7000000000000028,index,ECOS
2022-09-01,KOSPI,2155.489990234375,index,ECOS
2022-09-01,Coincident Index,101.6,index,ECOS
2022-09-01,Leading Index,100.7,index,ECOS
2022-09-01,Leading–Coincident Spread,-0.8999999999999915,index,ECOS
2022-10-01,KOSPI,2293.610107421875,index,ECOS
2022-10-01,Coincident Index,101.5,index,ECOS
2022-10-01,Leading Index,100.7,index,ECOS
2022-10-01,Leading–Coincident Spread,-0.7999999999999972,index,ECOS
2022-11-01,KOSPI,2472.530029296875,index,ECOS
2022-11-01,Coincident Index,101.0,index,ECOS
2022-11-01,Leading Index,100.4,index,ECOS
2022-11-01,Leading–Coincident Spread,-0.5999999999999943,index,ECOS
2022-12-01,KOSPI,2236.39990234375,index,ECOS
2022-12-01,Coincident Index,100.4,index,ECOS
2022-12-01,Leading Index,99.9,index,ECOS
2022-12-01,Leading–Coincident Spread,-0.5,index,ECOS
2023-01-01,KOSPI,2425.080078125,index,ECOS
2023-01-01,Coincident Index,99.9,index,ECOS
2023-01-01,Leading Index,99.6,index,ECOS
2023-01-01,Leading–Coincident Spread,-0.3000000000000113,index,ECOS
2023-02-01,KOSPI,2412.85009765625,index,ECOS
2023-02-01,Coincident Index,100.1,index,ECOS
2023-02-01,Leading Index,99.3,index,ECOS
2023-02-01,Leading–Coincident Spread,-0.7999999999999972,index,ECOS
2023-03-01,KOSPI,2476.860107421875,index,ECOS
2023-03-01,Coincident Index,100.5,index,ECOS
2023-03-01,Leading Index,99.1,index,ECOS
2023-03-01,Leading–Coincident Spread,-1.4000000000000057,index,ECOS
2023-04-01,KOSPI,2501.530029296875,index,ECOS
2023-04-01,Coincident Index,100.7,index,ECOS
2023-04-01,Leading Index,98.9,index,ECOS
2023-04-01,Leading–Coincident Spread,-1.7999999999999972,index,ECOS
2023-05-01,KOSPI,2577.1201171875,index,ECOS
2023-05-01,Coincident Index,100.8,index,ECOS
2023-05-01,Leading Index,99.1,index,ECOS
2023-05-01,Leading–Coincident Spread,-1.7000000000000028,index,ECOS
2023-06-01,KOSPI,2564.280029296875,index,ECOS
2023-06-01,Coincident Index,100.8,index,ECOS
2023-06-01,Leading Index,99.4,index,ECOS
2023-06-01,Leading–Coincident Spread,-1.3999999999999917,index,ECOS
2023-07-01,KOSPI,2632.580078125,index,ECOS
2023-07-01,Coincident Index,100.5,index,ECOS
2023-07-01,Leading Index,99.8,index,ECOS
2023-07-01,Leading–Coincident Spread,-0.7000000000000028,index,ECOS
2023-08-01,KOSPI,2556.27001953125,index,ECOS
2023-08-01,Coincident Index,100.4,index,ECOS
2023-08-01,Leading Index,99.8,index,ECOS
2023-08-01,Leading–Coincident Spread,-0.6000000000000085,index,ECOS
2023-09-01,KOSPI,2465.070068359375,index,ECOS
2023-09-01,Coincident Index,100.3,index,ECOS
2023-09-01,Leading Index,99.8,index,ECOS
2023-09-01,Leading–Coincident Spread,-0.5,index,ECOS
2023-10-01,KOSPI,2277.989990234375,index,ECOS
2023-10-01,Coincident Index,100.3,index,ECOS
2023-10-01,Leading Index,100.0,index,ECOS
2023-10-01,Leading–Coincident Spread,-0.2999999999999971,index,ECOS
2023-11-01,KOSPI,2535.2900390625,index,ECOS
2023-11-01,Coincident Index,100.4,index,ECOS
2023-11-01,Leading Index,100.2,index,ECOS
2023-11-01,Leading–Coincident Spread,-0.2000000000000028,index,ECOS
2023-12-01,KOSPI,2655.280029296875,index,ECOS
2023-12-01,Coincident Index,100.2,index,ECOS
2023-12-01,Leading Index,100.4,index,ECOS
2023-12-01,Leading–Coincident Spread,0.2000000000000028,index,ECOS
2024-01-01,KOSPI,2497.090087890625,index,ECOS
2024-01-01,Coincident Index,100.3,index,ECOS
2024-01-01,Leading Index,100.4,index,ECOS
2024-01-01,Leading–Coincident Spread,0.1000000000000085,index,ECOS
2024-02-01,KOSPI,2642.360107421875,index,ECOS
2024-02-01,Coincident Index,100.3,index,ECOS
2024-02-01,Leading Index,100.6,index,ECOS
2024-02-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS
2024-03-01,KOSPI,2746.6298828125,index,ECOS
2024-03-01,Coincident Index,100.1,index,ECOS
2024-03-01,Leading Index,100.5,index,ECOS
2024-03-01,Leading–Coincident Spread,0.4000000000000057,index,ECOS
2024-04-01,KOSPI,2692.06005859375,index,ECOS
2024-04-01,Coincident Index,100.0,index,ECOS
2024-04-01,Leading Index,100.7,index,ECOS
2024-04-01,Leading–Coincident Spread,0.7000000000000028,index,ECOS
2024-05-01,KOSPI,2636.52001953125,index,ECOS
2024-05-01,Coincident Index,99.7,index,ECOS
2024-05-01,Leading Index,100.8,index,ECOS
2024-05-01,Leading–Coincident Spread,1.0999999999999943,index,ECOS
2024-06-01,KOSPI,2797.820068359375,index,ECOS
2024-06-01,Coincident Index,99.6,index,ECOS
2024-06-01,Leading Index,100.9,index,ECOS
2024-06-01,Leading–Coincident Spread,1.3000000000000114,index,ECOS
2024-07-01,KOSPI,2770.68994140625,index,ECOS
2024-07-01,Coincident Index,99.1,index,ECOS
2024-07-01,Leading Index,100.9,index,ECOS
2024-07-01,Leading–Coincident Spread,1.8000000000000114,index,ECOS
2024-08-01,KOSPI,2674.31005859375,index,ECOS
2024-08-01,Coincident Index,99.0,index,ECOS
2024-08-01,Leading Index,100.8,index,ECOS
2024-08-01,Leading–Coincident Spread,1.7999999999999972,index,ECOS
2024-09-01,KOSPI,2593.27001953125,index,ECOS
2024-09-01,Coincident Index,99.0,index,ECOS
2024-09-01,Leading Index,100.8,index,ECOS
2024-09-01,Leading–Coincident Spread,1.7999999999999972,index,ECOS
2024-10-01,KOSPI,2556.14990234375,index,ECOS
2024-10-01,Coincident Index,99.3,index,ECOS
2024-10-01,Leading Index,100.8,index,ECOS
2024-10-01,Leading–Coincident Spread,1.5,index,ECOS
2024-11-01,KOSPI,2455.909912109375,index,ECOS
2024-11-01,Coincident Index,98.9,index,ECOS
2024-11-01,Leading Index,100.8,index,ECOS
2024-11-01,Leading–Coincident Spread,1.899999999999992,index,ECOS
2024-12-01,KOSPI,2399.489990234375,index,ECOS
2024-12-01,Coincident Index,98.8,index,ECOS
2024-12-01,Leading Index,100.7,index,ECOS
2024-12-01,Leading–Coincident Spread,1.9000000000000057,index,ECOS
2025-01-01,KOSPI,2517.3701171875,index,ECOS
2025-01-01,Coincident Index,98.4,index,ECOS
2025-01-01,Leading Index,100.3,index,ECOS
2025-01-01,Leading–Coincident Spread,1.899999999999992,index,ECOS
2025-02-01,KOSPI,2532.780029296875,index,ECOS
2025-02-01,Coincident Index,98.5,index,ECOS
2025-02-01,Leading Index,100.4,index,ECOS
2025-02-01,Leading–Coincident Spread,1.9000000000000057,index,ECOS
2025-03-01,KOSPI,2481.1201171875,index,ECOS
2025-03-01,Coincident Index,98.7,index,ECOS
2025-03-01,Leading Index,100.6,index,ECOS
2025-03-01,Leading–Coincident Spread,1.899999999999992,index,ECOS
2025-04-01,KOSPI,2556.610107421875,index,ECOS
2025-04-01,Coincident Index,98.9,index,ECOS
2025-04-01,Leading Index,101.0,index,ECOS
2025-04-01,Leading–Coincident Spread,2.0999999999999943,index,ECOS
2025-05-01,KOSPI,2697.669921875,index,ECOS
2025-05-01,Coincident Index,98.5,index,ECOS
2025-05-01,Leading Index,100.9,index,ECOS
2025-05-01,Leading–Coincident Spread,2.4000000000000057,index,ECOS
