date,indicator,value,unit,source,trend_3m
2007-10-01,Leading Index,101.4,index,ECOS,-0.0004926108374384008
2007-10-01,Leading–Coincident Spread,-0.1999999999999886,index,ECOS,
2007-11-01,KOSPI,1906.0,index,ECOS,-0.0080590861564927
2007-11-01,Coincident Index,101.8,index,ECOS,0.002465002215295664
2007-11-01,Leading Index,101.5,index,ECOS,4.858095043469568e-07
2007-11-01,Leading–Coincident Spread,-0.2999999999999971,index,ECOS,-0.749999999999929
2007-12-01,KOSPI,1897.1300048828125,index,ECOS,-0.04079214690715888
2007-12-01,Coincident Index,102.2,index,ECOS,0.002948888510743597
2007-12-01,Leading Index,101.5,index,ECOS,0.0004930966469427478
2007-12-01,Leading–Coincident Spread,-0.7000000000000028,index,ECOS,0.9166666666667183
2008-01-01,KOSPI,1624.6800537109375,index,ECOS,-0.07413268122614397
2008-01-01,Coincident Index,102.5,index,ECOS,0.003432346914059581
2008-01-01,Leading Index,101.1,index,ECOS,-0.0019704433497537144
2008-01-01,Leading–Coincident Spread,-1.4000000000000057,index,ECOS,1.1666666666666827
2008-02-01,KOSPI,1711.6199951171875,index,ECOS,-0.04504980077251469
2008-02-01,Coincident Index,102.5,index,ECOS,0.0014677103718199191
2008-02-01,Leading Index,100.6,index,ECOS,-0.0044432425584579605
2008-02-01,Leading–Coincident Spread,-1.9000000000000057,index,ECOS,0.6785714285714278
2008-03-01,KOSPI,1703.989990234375,index,ECOS,0.024527135183378346
2008-03-01,Coincident Index,102.4,index,ECOS,-0.0004878048780487254
2008-03-01,Leading Index,100.2,index,ECOS,-0.004460870779280757
2008-03-01,Leading–Coincident Spread,-2.200000000000003,index,ECOS,0.2575187969924795
2008-04-01,KOSPI,1825.469970703125,index,ECOS,0.033416859556217204
2008-04-01,Coincident Index,102.0,index,ECOS,-0.0024409298780487254
2008-04-01,Leading Index,100.0,index,ECOS,-0.002986075562592505
2008-04-01,Leading–Coincident Spread,-2.0,index,ECOS,0.03349282296650563
2008-05-01,KOSPI,1852.02001953125,index,ECOS,0.04291785684685823
2008-05-01,Coincident Index,101.8,index,ECOS,-0.0029335171568627416
2008-05-01,Leading Index,99.7,index,ECOS,-0.0024980039920159958
2008-05-01,Leading–Coincident Spread,-2.0999999999999943,index,ECOS,-0.020454545454547446
2008-06-01,KOSPI,1674.9200439453125,index,ECOS,-0.040540538236337686
2008-06-01,Coincident Index,101.2,index,ECOS,-0.003927346970222234
2008-06-01,Leading Index,99.3,index,ECOS,-0.0035060180541625074
2008-06-01,Leading–Coincident Spread,-1.9000000000000057,index,ECOS,-0.022619047619046484
2008-07-01,KOSPI,1594.6700439453125,index,ECOS,-0.07176901895196247
2008-07-01,Coincident Index,100.9,index,ECOS,-0.004429168252094662
2008-07-01,Leading Index,98.9,index,ECOS,-0.004020116744998303
2008-07-01,Leading–Coincident Spread,-2.0,index,ECOS,-0.021303258145362436
2008-08-01,KOSPI,1474.239990234375,index,ECOS,-0.06171654678178767
2008-08-01,Coincident Index,100.7,index,ECOS,-0.002473293716237668
2008-08-01,Leading Index,98.5,index,ECOS,-0.004036343382443519
2008-08-01,Leading–Coincident Spread,-2.200000000000003,index,ECOS,0.07631578947368334
2008-09-01,KOSPI,1448.06005859375,index,ECOS,-0.04663930751071105
2008-09-01,Coincident Index,100.6,index,ECOS,-0.0014876046071947147
2008-09-01,Leading Index,98.3,index,ECOS,-0.003037473118003675
2008-09-01,Leading–Coincident Spread,-2.299999999999997,index,ECOS,0.07272727272727209
2008-10-01,KOSPI,1113.06005859375,index,ECOS,-0.12455112602653773
2008-10-01,Coincident Index,100.3,index,ECOS,-0.001987578007624613
2008-10-01,Leading Index,97.9,index,ECOS,-0.003049816422326712
2008-10-01,Leading–Coincident Spread,-2.3999999999999915,index,ECOS,0.04446640316205275
2008-11-01,KOSPI,1076.0699462890625,index,ECOS,-0.13228840234820616
2008-11-01,Coincident Index,99.6,index,ECOS,-0.004980585083715072
2008-11-01,Leading Index,97.4,index,ECOS,-0.004588214145062552
2008-11-01,Leading–Coincident Spread,-2.1999999999999886,index,ECOS,-0.019927536231886034
2008-12-01,KOSPI,1124.469970703125,index,ECOS,0.005872851244075439
2008-12-01,Coincident Index,98.5,index,ECOS,-0.009011619759196288
2008-12-01,Leading Index,97.2,index,ECOS,-0.003580320194306319
2008-12-01,Leading–Coincident Spread,-1.2999999999999972,index,ECOS,-0.24621212121212105
2009-01-01,KOSPI,1162.1099853515625,index,ECOS,0.03922603644997813
2009-01-01,Coincident Index,97.7,index,ECOS,-0.00958300205899737
2009-01-01,Leading Index,97.0,index,ECOS,-0.0020555006295366884
2009-01-01,Leading–Coincident Spread,-0.7000000000000028,index,ECOS,-0.4353146853146827
2009-02-01,KOSPI,1063.030029296875,index,ECOS,-0.025892556135819977
2009-02-01,Coincident Index,97.6,index,ECOS,-0.004572684432298246
2009-02-01,Leading Index,97.5,index,ECOS,0.0015485130032666938
2009-02-01,Leading–Coincident Spread,-0.0999999999999943,index,ECOS,-0.659340659340662
2009-03-01,KOSPI,1206.260009765625,index,ECOS,0.024739399927013017
2009-03-01,Coincident Index,97.6,index,ECOS,-0.0005117707267144889
2009-03-01,Leading Index,97.9,index,ECOS,0.00462860163891099
2009-03-01,Leading–Coincident Spread,0.3000000000000113,index,ECOS,-2.428571428571575
2009-04-01,KOSPI,1369.3599853515625,index,ECOS,0.13497438326947098
2009-04-01,Coincident Index,97.8,index,ECOS,0.0010245901639344135
2009-04-01,Leading Index,99.1,index,ECOS,0.008179984809198348
2009-04-01,Leading–Coincident Spread,1.2999999999999972,index,ECOS,-0.33333333333356174
2009-05-01,KOSPI,1395.8900146484375,index,ECOS,0.07729266435802606
2009-05-01,Coincident Index,97.8,index,ECOS,0.0010245901639344135
2009-05-01,Leading Index,99.7,index,ECOS,0.009155947964778033
2009-05-01,Leading–Coincident Spread,1.9000000000000057,index,ECOS,1.8974358974358148
2009-06-01,KOSPI,1390.0699462890625,index,ECOS,0.00760230191868716
2009-06-01,Coincident Index,98.4,index,ECOS,0.0030674846625767804
2009-06-01,Leading Index,100.5,index,ECOS,0.007039281315186829
2009-06-01,Leading–Coincident Spread,2.0999999999999943,index,ECOS,0.28340080971659976
2009-07-01,KOSPI,1557.2900390625,index,ECOS,0.05806336984109817
2009-07-01,Coincident Index,98.6,index,ECOS,0.00408374482517837
2009-07-01,Leading Index,100.6,index,ECOS,0.004509548546135944
2009-07-01,Leading–Coincident Spread,2.0,index,ECOS,0.02882205513784275
2009-08-01,KOSPI,1591.8499755859375,index,ECOS,0.07124426430003061
2009-08-01,Coincident Index,98.7,index,ECOS,0.0015233595540823375
2009-08-01,Leading Index,100.8,index,ECOS,0.0014915482230992705
2009-08-01,Leading–Coincident Spread,2.0999999999999943,index,ECOS,0.0011904761904760752
2009-09-01,KOSPI,1673.1400146484375,index,ECOS,0.036629375828199806
2009-09-01,Coincident Index,98.9,index,ECOS,0.0015202706174179959
2009-09-01,Leading Index,101.0,index,ECOS,0.001986099277351827
2009-09-01,Leading–Coincident Spread,2.0999999999999943,index,ECOS,0.02499999999999858
2009-10-01,KOSPI,1580.68994140625,index,ECOS,-0.0020945183616369323
2009-10-01,Coincident Index,99.1,index,ECOS,0.0020242935717410537
2009-10-01,Leading Index,101.5,index,ECOS,0.003467311016815966
2009-10-01,Leading–Coincident Spread,2.4000000000000057,index,ECOS,0.07142857142857428
2009-11-01,KOSPI,1555.5999755859375,index,ECOS,-0.035564112682915594
2009-11-01,Coincident Index,99.2,index,ECOS,0.0015156632136141823
2009-11-01,Leading Index,102.1,index,ECOS,0.0054309125493829935
2009-11-01,Leading–Coincident Spread,2.8999999999999915,index,ECOS,0.1755952380952377
2009-12-01,KOSPI,1682.77001953125,index,ECOS,0.0329385213397721
2009-12-01,Coincident Index,99.1,index,ECOS,5.08609745819566e-07
2009-12-01,Leading Index,102.4,index,ECOS,0.004424812918851884
2009-12-01,Leading–Coincident Spread,3.300000000000012,index,ECOS,0.1731321839080464
2010-01-01,KOSPI,1602.4300537109375,index,ECOS,0.017003573805112637
2010-01-01,Coincident Index,99.3,index,ECOS,0.0005050494775560854
2010-01-01,Leading Index,102.6,index,ECOS,0.0024457103942212566
2010-01-01,Leading–Coincident Spread,3.299999999999997,index,ECOS,0.06896551724138078
2010-02-01,KOSPI,1594.5799560546875,index,ECOS,-0.026320779890856127
2010-02-01,Coincident Index,99.8,index,ECOS,0.003526705099165417
2010-02-01,Leading Index,102.4,index,ECOS,1.9036306042052864e-06
2010-02-01,Leading–Coincident Spread,2.6000000000000085,index,ECOS,-0.10606060606060663
2010-03-01,KOSPI,1692.8499755859375,index,ECOS,0.028364328218541512
2010-03-01,Coincident Index,100.2,index,ECOS,0.00452163137957684
2010-03-01,Leading Index,102.1,index,ECOS,-0.002439502619395739
2010-03-01,Leading–Coincident Spread,1.899999999999992,index,ECOS,-0.24067599067599177
2010-04-01,KOSPI,1741.56005859375,index,ECOS,0.04520076883439694
2010-04-01,Coincident Index,100.4,index,ECOS,0.0030020120080480606
2010-04-01,Leading Index,101.9,index,ECOS,-0.0024442756794809117
2010-04-01,Leading–Coincident Spread,1.5,index,ECOS,-0.23987854251012253
2010-05-01,KOSPI,1641.25,index,ECOS,-0.014411903539384818
2010-05-01,Coincident Index,100.8,index,ECOS,0.002990035864525953
2010-05-01,Leading Index,102.0,index,ECOS,-0.000488754795035351
2010-05-01,Leading–Coincident Spread,1.2000000000000028,index,ECOS,-0.2052631578947342
2010-06-01,KOSPI,1698.2900390625,index,ECOS,-0.011421897661220148
2010-06-01,Coincident Index,100.9,index,ECOS,0.0024880636185417027
2010-06-01,Leading Index,102.0,index,ECOS,0.0004906771344455052
2010-06-01,Leading–Coincident Spread,1.0999999999999943,index,ECOS,-0.14166666666666916
2010-07-01,KOSPI,1759.3299560546875,index,ECOS,0.03534800419286366
2010-07-01,Coincident Index,101.1,index,ECOS,0.0014871120235341317
2010-07-01,Leading Index,101.9,index,ECOS,-0.0004901960784313708
2010-07-01,Leading–Coincident Spread,0.8000000000000114,index,ECOS,-0.17803030303029943
2010-08-01,KOSPI,1742.75,index,ECOS,0.013258984372300109
2010-08-01,Coincident Index,100.7,index,ECOS,-0.0009871590894609539
2010-08-01,Leading Index,101.7,index,ECOS,-0.0014715503473224367
2010-08-01,Leading–Coincident Spread,1.0,index,ECOS,-0.011363636363638185
2010-09-01,KOSPI,1872.81005859375,index,ECOS,0.032602597140385714
2010-09-01,Coincident Index,100.3,index,ECOS,-0.003964336685731984
2010-09-01,Leading Index,101.4,index,ECOS,-0.002456280522578347
2010-09-01,Leading–Coincident Spread,1.1000000000000083,index,ECOS,0.17499999999999527
2010-10-01,KOSPI,1882.949951171875,index,ECOS,0.04002173902348305
2010-10-01,Coincident Index,99.8,index,ECOS,-0.004478619751470514
2010-10-01,Leading Index,100.9,index,ECOS,-0.0039404094884012975
2010-10-01,Leading–Coincident Spread,1.1000000000000083,index,ECOS,0.05000000000000415
2010-11-01,KOSPI,1904.6300048828125,index,ECOS,0.008464071588555333
2010-11-01,Coincident Index,99.9,index,ECOS,-0.001991520428693827
2010-11-01,Leading Index,100.9,index,ECOS,-0.0024654832347140165
2010-11-01,Leading–Coincident Spread,1.0,index,ECOS,-0.04545454545454891
2010-12-01,KOSPI,2051.0,index,ECOS,0.044181722923497424
2010-12-01,Coincident Index,100.2,index,ECOS,0.0020025035055095675
2010-12-01,Leading Index,100.7,index,ECOS,-0.0009910802775024985
2010-12-01,Leading–Coincident Spread,0.5,index,ECOS,-0.2954545454545489
2011-01-01,KOSPI,2069.72998046875,index,ECOS,0.042990845108676345
2011-01-01,Coincident Index,100.9,index,ECOS,0.004994515473557448
2011-01-01,Leading Index,101.1,index,ECOS,0.000995017041266033
2011-01-01,Leading–Coincident Spread,0.1999999999999886,index,ECOS,-0.5500000000000114
2011-02-01,KOSPI,1939.300048828125,index,ECOS,-0.02694286399038598
2011-02-01,Coincident Index,100.7,index,ECOS,0.0025019336945534265
2011-02-01,Leading Index,101.1,index,ECOS,0.0019860973187685316
2011-02-01,Leading–Coincident Spread,0.3999999999999915,index,ECOS,0.20000000000002438
2011-03-01,KOSPI,2106.699951171875,index,ECOS,0.011650952229921352
2011-03-01,Coincident Index,100.9,index,ECOS,1.9683818818228005e-06
2011-03-01,Leading Index,101.1,index,ECOS,0.0
2011-03-01,Leading–Coincident Spread,0.1999999999999886,index,ECOS,0.25000000000002687
2011-04-01,KOSPI,2192.360107421875,index,ECOS,0.06349028886755848
2011-04-01,Coincident Index,100.4,index,ECOS,-0.0014846520343718694
2011-04-01,Leading Index,100.9,index,ECOS,-0.000989119683481643
2011-04-01,Leading–Coincident Spread,0.5,index,ECOS,0.5000000000000624
2011-05-01,KOSPI,2142.469970703125,index,ECOS,0.008952231877475458
2011-05-01,Coincident Index,100.9,index,ECOS,1.2339146881257257e-05
2011-05-01,Leading Index,100.8,index,ECOS,-0.0014846598222329477
2011-05-01,Leading–Coincident Spread,-0.1000000000000085,index,ECOS,0.15000000000006275
2011-06-01,KOSPI,2100.68994140625,index,ECOS,-0.02112861541172878
2011-06-01,Coincident Index,101.0,index,ECOS,0.0029855799793886417
2011-06-01,Leading Index,100.7,index,ECOS,-0.000991571884783049
2011-06-01,Leading–Coincident Spread,-0.2999999999999971,index,ECOS,0.3999999999998496
2011-07-01,KOSPI,2133.2099609375,index,ECOS,-0.002010116453009303
2011-07-01,Coincident Index,101.0,index,ECOS,0.0004955401387511937
2011-07-01,Leading Index,100.6,index,ECOS,-0.0009925560757239604
2011-07-01,Leading–Coincident Spread,-0.4000000000000057,index,ECOS,1.1666666666665408
2011-08-01,KOSPI,1880.1099853515625,index,ECOS,-0.051583418756249055
2011-08-01,Coincident Index,101.2,index,ECOS,0.000990099009900991
2011-08-01,Leading Index,100.4,index,ECOS,-0.0014905601149804437
2011-08-01,Leading–Coincident Spread,-0.7999999999999972,index,ECOS,0.6666666666666649
2011-09-01,KOSPI,1769.6500244140625,index,ECOS,-0.08869966812772323
2011-09-01,Coincident Index,100.8,index,ECOS,-0.0009861855750792903
2011-09-01,Leading Index,100.1,index,ECOS,-0.002488059689670752
2011-09-01,Leading–Coincident Spread,-0.7000000000000028,index,ECOS,0.43749999999998557
2011-10-01,KOSPI,1909.030029296875,index,ECOS,0.010004738720129414
2011-10-01,Coincident Index,101.0,index,ECOS,-0.0009842210929167927
2011-10-01,Leading Index,100.0,index,ECOS,-0.001993524403883007
2011-10-01,Leading–Coincident Spread,-1.0,index,ECOS,0.15178571428571475
2011-11-01,KOSPI,1847.510009765625,index,ECOS,0.0232677694313983
2011-11-01,Coincident Index,100.7,index,ECOS,-0.0004930850227879979
2011-11-01,Leading Index,99.8,index,ECOS,-0.0014995004995004835
2011-11-01,Leading–Coincident Spread,-0.9000000000000057,index,ECOS,0.16428571428571426
2011-12-01,KOSPI,1825.739990234375,index,ECOS,-0.02200461886533206
2011-12-01,Coincident Index,100.6,index,ECOS,-0.0019816728445437026
2011-12-01,Leading Index,99.7,index,ECOS,-0.0015010020040079897
2011-12-01,Leading–Coincident Spread,-0.8999999999999915,index,ECOS,-0.05000000000000504
2012-01-01,KOSPI,1955.7900390625,index,ECOS,0.02972399014957633
2012-01-01,Coincident Index,100.2,index,ECOS,-0.002484595900268727
2012-01-01,Leading Index,99.8,index,ECOS,5.025095325961182e-07
2012-01-01,Leading–Coincident Spread,-0.4000000000000057,index,ECOS,-0.2777777777777804
2012-02-01,KOSPI,2030.25,index,ECOS,0.054651484800312566
2012-02-01,Coincident Index,100.7,index,ECOS,0.00050693840946342
2012-02-01,Leading Index,100.2,index,ECOS,0.002505512529572651
2012-02-01,Leading–Coincident Spread,-0.5,index,ECOS,-0.1527777777777814
2012-03-01,KOSPI,2014.0400390625,index,ECOS,0.015043666107056597
2012-03-01,Coincident Index,100.5,index,ECOS,0.0015019613206556093
2012-03-01,Leading Index,100.4,index,ECOS,0.0030020120080480606
2012-03-01,Leading–Coincident Spread,-0.0999999999999943,index,ECOS,-0.27500000000001457
2012-04-01,KOSPI,1981.989990234375,index,ECOS,-0.01194876590125421
2012-04-01,Coincident Index,100.6,index,ECOS,-0.0004955362215733894
2012-04-01,Leading Index,100.5,index,ECOS,0.001496011960143484
2012-04-01,Leading–Coincident Spread,-0.0999999999999943,index,ECOS,-0.4000000000000057
2012-05-01,KOSPI,1843.469970703125,index,ECOS,-0.04290133823830877
2012-05-01,Coincident Index,100.6,index,ECOS,0.0004975124378109319
2012-05-01,Leading Index,100.2,index,ECOS,-0.0009945293453053061
2012-05-01,Leading–Coincident Spread,-0.3999999999999915,index,ECOS,1.5000000000000715
2012-06-01,KOSPI,1854.010009765625,index,ECOS,-0.03208593204833343
2012-06-01,Coincident Index,100.6,index,ECOS,0.0
2012-06-01,Leading Index,100.3,index,ECOS,-0.000993535317424854
2012-06-01,Leading–Coincident Spread,-0.2999999999999971,index,ECOS,1.375000000000076
2012-07-01,KOSPI,1881.989990234375,index,ECOS,0.010404550676249236
2012-07-01,Coincident Index,100.8,index,ECOS,0.0009940357852883386
2012-07-01,Leading Index,100.0,index,ECOS,-0.000996511463613181
2012-07-01,Leading–Coincident Spread,-0.7999999999999972,index,ECOS,0.7083333333333459
2012-08-01,KOSPI,1905.1199951171875,index,ECOS,0.013690893240017377
2012-08-01,Coincident Index,100.2,index,ECOS,-0.001982154690902127
2012-08-01,Leading Index,99.7,index,ECOS,-0.002995513459621124
2012-08-01,Leading–Coincident Spread,-0.5,index,ECOS,0.6458333333333426
2012-09-01,KOSPI,1996.2099609375,index,ECOS,0.03005171407375873
2012-09-01,Coincident Index,100.1,index,ECOS,-0.0034751924721985183
2012-09-01,Leading Index,99.4,index,ECOS,-0.003004513540621867
2012-09-01,Leading–Coincident Spread,-0.6999999999999886,index,ECOS,0.012499999999989742
2012-10-01,KOSPI,1912.06005859375,index,ECOS,0.0028292039400917846
2012-10-01,Coincident Index,99.8,index,ECOS,-0.001997503494509556
2012-10-01,Leading Index,99.3,index,ECOS,-0.0020075316492738082
2012-10-01,Leading–Coincident Spread,-0.5,index,ECOS,0.057142857142851555
2012-11-01,KOSPI,1932.9000244140625,index,ECOS,-0.015627807027270957
2012-11-01,Coincident Index,100.0,index,ECOS,-0.0004964974904854147
2012-11-01,Leading Index,99.3,index,ECOS,-0.0005030181086519425
2012-11-01,Leading–Coincident Spread,-0.7000000000000028,index,ECOS,0.057142857142865766
2012-12-01,KOSPI,1997.050048828125,index,ECOS,0.022043853421929716
2012-12-01,Coincident Index,100.1,index,ECOS,0.0015020040080160335
2012-12-01,Leading Index,99.4,index,ECOS,0.000503524672708977
2012-12-01,Leading–Coincident Spread,-0.6999999999999886,index,ECOS,0.19999999999999268
2013-01-01,KOSPI,1961.93994140625,index,ECOS,0.007803750127577613
2013-01-01,Coincident Index,100.1,index,ECOS,0.0004999999999999449
2013-01-01,Leading Index,99.4,index,ECOS,0.000503524672708977
2013-01-01,Leading–Coincident Spread,-0.6999999999999886,index,ECOS,-1.0158540675320182e-14
2013-02-01,KOSPI,2026.489990234375,index,ECOS,0.007660074361116043
2013-02-01,Coincident Index,100.1,index,ECOS,0.0
2013-02-01,Leading Index,99.4,index,ECOS,0.0
2013-02-01,Leading–Coincident Spread,-0.6999999999999886,index,ECOS,0.0
2013-03-01,KOSPI,2004.8900146484373,index,ECOS,0.011121161037763172
2013-03-01,Coincident Index,99.8,index,ECOS,-0.0014985014985015033
2013-03-01,Leading Index,99.4,index,ECOS,0.0
2013-03-01,Leading–Coincident Spread,-0.3999999999999915,index,ECOS,-0.21428571428571574
2013-04-01,KOSPI,1963.949951171875,index,ECOS,-0.015539458157510844
2013-04-01,Coincident Index,99.8,index,ECOS,-0.0014985014985015033
2013-04-01,Leading Index,99.4,index,ECOS,0.0
2013-04-01,Leading–Coincident Spread,-0.3999999999999915,index,ECOS,-0.21428571428571574
2013-05-01,KOSPI,2001.050048828125,index,ECOS,-0.0007647764768188847
2013-05-01,Coincident Index,99.7,index,ECOS,-0.0005010020040079888
2013-05-01,Leading Index,99.5,index,ECOS,0.0005030181086518315
2013-05-01,Leading–Coincident Spread,-0.2000000000000028,index,ECOS,-0.24999999999999117
2013-06-01,KOSPI,1863.3199462890625,index,ECOS,-0.024969181464665313
2013-06-01,Coincident Index,100.0,index,ECOS,0.001003511536613877
2013-06-01,Leading Index,99.6,index,ECOS,0.0010055306714659151
2013-06-01,Leading–Coincident Spread,-0.4000000000000057,index,ECOS,0.25000000000000905
2013-07-01,KOSPI,1914.030029296875,index,ECOS,-0.020807002642370342
2013-07-01,Coincident Index,99.9,index,ECOS,0.0010045135406219208
2013-07-01,Leading Index,99.8,index,ECOS,0.0015065286270711242
2013-07-01,Leading–Coincident Spread,-0.1000000000000085,index,ECOS,0.1250000000000091
2013-08-01,KOSPI,1926.3599853515625,index,ECOS,0.01682839568272343
2013-08-01,Coincident Index,99.9,index,ECOS,-0.0004999999999999449
2013-08-01,Leading Index,99.8,index,ECOS,0.0010040160642570406
2013-08-01,Leading–Coincident Spread,-0.1000000000000085,index,ECOS,-0.3749999999999911
2013-09-01,KOSPI,1996.9599609375,index,ECOS,0.021545650967832453
2013-09-01,Coincident Index,99.7,index,ECOS,-0.001001001001001034
2013-09-01,Leading Index,99.7,index,ECOS,-0.0005010020040079888
2013-09-01,Leading–Coincident Spread,0.0,index,ECOS,-0.5
2013-10-01,KOSPI,2030.0899658203125,index,ECOS,0.026619819797115918
2013-10-01,Coincident Index,100.0,index,ECOS,0.0005035125396208318
2013-10-01,Leading Index,99.7,index,ECOS,-0.0005010020040079888
2013-10-01,Leading–Coincident Spread,-0.2999999999999971,index,ECOS,
2013-11-01,KOSPI,2044.8699951171875,index,ECOS,0.011935349925831784
2013-11-01,Coincident Index,100.0,index,ECOS,0.0015045135406218657
2013-11-01,Leading Index,99.8,index,ECOS,0.0005015045135405849
2013-11-01,Leading–Coincident Spread,-0.2000000000000028,index,ECOS,
2013-12-01,KOSPI,2011.3399658203125,index,ECOS,-0.004558332397054443
2013-12-01,Coincident Index,100.2,index,ECOS,0.0010000000000000009
2013-12-01,Leading Index,99.9,index,ECOS,0.0010025065175486292
2013-12-01,Leading–Coincident Spread,-0.2999999999999971,index,ECOS,0.08333333333332354
2014-01-01,KOSPI,1941.1500244140625,index,ECOS,-0.025647124730931836
2014-01-01,Coincident Index,100.4,index,ECOS,0.0019980039920159953
2014-01-01,Leading Index,99.8,index,ECOS,5.015035074995566e-07
2014-01-01,Leading–Coincident Spread,-0.6000000000000085,index,ECOS,0.7500000000000063
2014-02-01,KOSPI,1979.989990234375,index,ECOS,-0.007444182440101033
2014-02-01,Coincident Index,100.4,index,ECOS,0.0009980039920159944
2014-02-01,Leading Index,99.8,index,ECOS,-0.0005005005005005447
2014-02-01,Leading–Coincident Spread,-0.6000000000000085,index,ECOS,0.500000000000024
2014-03-01,KOSPI,1985.6099853515625,index,ECOS,0.011423567778609423
2014-03-01,Coincident Index,100.6,index,ECOS,0.0009960159362548682
2014-03-01,Leading Index,99.7,index,ECOS,-0.0005010020040079888
2014-03-01,Leading–Coincident Spread,-0.8999999999999915,index,ECOS,0.24999999999998224
2014-04-01,KOSPI,1961.7900390625,index,ECOS,-0.004578945396106815
2014-04-01,Coincident Index,100.4,index,ECOS,1.9801509666406147e-06
2014-04-01,Leading Index,99.6,index,ECOS,-0.0010025065175486292
2014-04-01,Leading–Coincident Spread,-0.8000000000000114,index,ECOS,0.1944444444444372
2014-05-01,KOSPI,1994.9599609375,index,ECOS,0.0024558505993257373
2014-05-01,Coincident Index,100.1,index,ECOS,-0.002488059689670752
2014-05-01,Leading Index,99.5,index,ECOS,-0.0010035125456691052
2014-05-01,Leading–Coincident Spread,-0.5999999999999943,index,ECOS,-0.18055555555555391
2014-06-01,KOSPI,2002.2099609375,index,ECOS,0.010271072931014924
2014-06-01,Coincident Index,100.0,index,ECOS,-0.001993524403883007
2014-06-01,Leading Index,99.5,index,ECOS,-0.0005020080321284648
2014-06-01,Leading–Coincident Spread,-0.5,index,ECOS,-0.20833333333333826
2014-07-01,KOSPI,2076.1201171875,index,ECOS,0.02027422335332152
2014-07-01,Coincident Index,100.0,index,ECOS,-0.0004995004995004826
2014-07-01,Leading Index,99.4,index,ECOS,-0.0005025125628140281
2014-07-01,Leading–Coincident Spread,-0.5999999999999943,index,ECOS,0.016666666666664942
2014-08-01,KOSPI,2068.5400390625,index,ECOS,0.0166316048836489
2014-08-01,Coincident Index,100.1,index,ECOS,0.0004999999999999449
2014-08-01,Leading Index,99.5,index,ECOS,5.055458378033784e-07
2014-08-01,Leading–Coincident Spread,-0.5999999999999943,index,ECOS,0.09999999999999432
2014-09-01,KOSPI,2020.0899658203125,index,ECOS,-0.013536715472546867
2014-09-01,Coincident Index,99.8,index,ECOS,-0.0009985014985015583
2014-09-01,Leading Index,99.6,index,ECOS,0.0010055306714659151
2014-09-01,Leading–Coincident Spread,-0.2000000000000028,index,ECOS,-0.33333333333332943
2014-10-01,KOSPI,1964.4300537109373,index,ECOS,-0.025487768469836414
2014-10-01,Coincident Index,99.4,index,ECOS,-0.003502509514533514
2014-10-01,Leading Index,99.7,index,ECOS,0.001004520594942604
2014-10-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS,-1.5833333333333117
2014-11-01,KOSPI,1980.780029296875,index,ECOS,-0.009615086220209734
2014-11-01,Coincident Index,99.2,index,ECOS,-0.00301004423333584
2014-11-01,Leading Index,99.8,index,ECOS,0.0010035125456691052
2014-11-01,Leading–Coincident Spread,0.5999999999999943,index,ECOS,-0.749999999999982
2014-12-01,KOSPI,1915.5899658203125,index,ECOS,-0.012294148295529717
2014-12-01,Coincident Index,99.5,index,ECOS,0.0005060605568896759
2014-12-01,Leading Index,99.8,index,ECOS,0.0005015045135405849
2014-12-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS,0.25000000000000017
2015-01-01,KOSPI,1949.260009765625,index,ECOS,-0.007667227782773012
2015-01-01,Coincident Index,99.5,index,ECOS,0.0015120967741935054
2015-01-01,Leading Index,100.1,index,ECOS,0.0015030060120240218
2015-01-01,Leading–Coincident Spread,0.5999999999999943,index,ECOS,0.25000000000000017
2015-02-01,KOSPI,1985.800048828125,index,ECOS,0.018161224279591326
2015-02-01,Coincident Index,99.8,index,ECOS,0.0015075376884422509
2015-02-01,Leading Index,100.2,index,ECOS,0.00200250651152456
2015-02-01,Leading–Coincident Spread,0.4000000000000057,index,ECOS,0.3333333333333415
2015-03-01,KOSPI,2041.030029296875,index,ECOS,0.02327902659844605
2015-03-01,Coincident Index,99.4,index,ECOS,-0.0004964703275897597
2015-03-01,Leading Index,100.4,index,ECOS,0.0014975044915165325
2015-03-01,Leading–Coincident Spread,1.0,index,ECOS,0.5833333333333235
2015-04-01,KOSPI,2127.169921875,index,ECOS,0.03500829299621622
2015-04-01,Coincident Index,99.3,index,ECOS,-0.002507026124683953
2015-04-01,Leading Index,100.5,index,ECOS,0.001496011960143484
2015-04-01,Leading–Coincident Spread,1.2000000000000028,index,ECOS,0.8499999999999837
2015-05-01,KOSPI,2114.800048828125,index,ECOS,0.018194474683531914
2015-05-01,Coincident Index,98.8,index,ECOS,-0.0030206414721967723
2015-05-01,Leading Index,100.6,index,ECOS,0.0009955204059384215
2015-05-01,Leading–Coincident Spread,1.7999999999999972,index,ECOS,0.3499999999999984
2015-06-01,KOSPI,2074.199951171875,index,ECOS,-0.012506628631672734
2015-06-01,Coincident Index,98.7,index,ECOS,-0.00302369623803872
2015-06-01,Leading Index,100.5,index,ECOS,4.945451668181278e-07
2015-06-01,Leading–Coincident Spread,1.7999999999999972,index,ECOS,0.249999999999997
2015-07-01,KOSPI,2030.1600341796875,index,ECOS,-0.0202151607257659
