date,currency,quote,exchange_rate,unit,source,pair
2008-07-01,EUR,KRW,1606.74,원,ECOS,EUR/KRW
2008-07-01,EUR,USD,1.5766,달러,ECOS,EUR/USD
2008-07-01,JPY,KRW,954.22,원,ECOS,JPY/KRW
2008-07-01,USD,KRW,1019.12,원,ECOS,USD/KRW
2008-08-01,EUR,KRW,1561.56,원,ECOS,EUR/KRW
2008-08-01,EUR,USD,1.4999,달러,ECOS,EUR/USD
2008-08-01,JPY,KRW,953.03,원,ECOS,JPY/KRW
2008-08-01,USD,KRW,1041.54,원,ECOS,USD/KRW
2008-09-01,EUR,KRW,1627.55,원,ECOS,EUR/KRW
2008-09-01,EUR,USD,1.4396,달러,ECOS,EUR/USD
2008-09-01,JPY,KRW,1060.6,원,ECOS,JPY/KRW
2008-09-01,USD,KRW,1130.4,원,ECOS,USD/KRW
2008-10-01,EUR,KRW,1765.31,원,ECOS,EUR/KRW
2008-10-01,EUR,USD,1.3323,달러,ECOS,EUR/USD
2008-10-01,JPY,KRW,1327.1,원,ECOS,JPY/KRW
2008-10-01,USD,KRW,1326.92,원,ECOS,USD/KRW
2008-11-01,EUR,KRW,1768.9,원,ECOS,EUR/KRW
2008-11-01,EUR,USD,1.2725,달러,ECOS,EUR/USD
2008-11-01,JPY,KRW,1435.06,원,ECOS,JPY/KRW
2008-11-01,USD,KRW,1390.09,원,ECOS,USD/KRW
2008-12-01,EUR,KRW,1846.09,원,ECOS,EUR/KRW
2008-12-01,EUR,USD,1.3469,달러,ECOS,EUR/USD
2008-12-01,JPY,KRW,1503.28,원,ECOS,JPY/KRW
2008-12-01,USD,KRW,1373.84,원,ECOS,USD/KRW
2009-01-01,EUR,KRW,1793.82,원,ECOS,EUR/KRW
2009-01-01,EUR,USD,1.3333,달러,ECOS,EUR/USD
2009-01-01,JPY,KRW,1487.18,원,ECOS,JPY/KRW
2009-01-01,USD,KRW,1346.1,원,ECOS,USD/KRW
2009-02-01,EUR,KRW,1829.88,원,ECOS,EUR/KRW
2009-02-01,EUR,USD,1.2803,달러,ECOS,EUR/USD
2009-02-01,JPY,KRW,1546.11,원,ECOS,JPY/KRW
2009-02-01,USD,KRW,1429.46,원,ECOS,USD/KRW
2009-03-01,EUR,KRW,1904.04,원,ECOS,EUR/KRW
2009-03-01,EUR,USD,1.3044,달러,ECOS,EUR/USD
2009-03-01,JPY,KRW,1495.71,원,ECOS,JPY/KRW
2009-03-01,USD,KRW,1461.98,원,ECOS,USD/KRW
2009-04-01,EUR,KRW,1771.59,원,ECOS,EUR/KRW
2009-04-01,EUR,USD,1.3202,달러,ECOS,EUR/USD
2009-04-01,JPY,KRW,1356.24,원,ECOS,JPY/KRW
2009-04-01,USD,KRW,1341.9,원,ECOS,USD/KRW
2009-05-01,EUR,KRW,1719.12,원,ECOS,EUR/KRW
2009-05-01,EUR,USD,1.3659,달러,ECOS,EUR/USD
2009-05-01,JPY,KRW,1304.52,원,ECOS,JPY/KRW
2009-05-01,USD,KRW,1258.71,원,ECOS,USD/KRW
2009-06-01,EUR,KRW,1767.77,원,ECOS,EUR/KRW
2009-06-01,EUR,USD,1.4015,달러,ECOS,EUR/USD
2009-06-01,JPY,KRW,1305.52,원,ECOS,JPY/KRW
2009-06-01,USD,KRW,1261.35,원,ECOS,USD/KRW
2009-07-01,EUR,KRW,1778.8,원,ECOS,EUR/KRW
2009-07-01,EUR,USD,1.4074,달러,ECOS,EUR/USD
2009-07-01,JPY,KRW,1338.06,원,ECOS,JPY/KRW
2009-07-01,USD,KRW,1263.97,원,ECOS,USD/KRW
2009-08-01,EUR,KRW,1766.26,원,ECOS,EUR/KRW
2009-08-01,EUR,USD,1.4263,달러,ECOS,EUR/USD
2009-08-01,JPY,KRW,1304.31,원,ECOS,JPY/KRW
2009-08-01,USD,KRW,1238.4,원,ECOS,USD/KRW
2009-09-01,EUR,KRW,1774.17,원,ECOS,EUR/KRW
2009-09-01,EUR,USD,1.4555,달러,ECOS,EUR/USD
2009-09-01,JPY,KRW,1332.42,원,ECOS,JPY/KRW
2009-09-01,USD,KRW,1219.15,원,ECOS,USD/KRW
2009-10-01,EUR,KRW,1742.87,원,ECOS,EUR/KRW
2009-10-01,EUR,USD,1.483,달러,ECOS,EUR/USD
2009-10-01,JPY,KRW,1300.78,원,ECOS,JPY/KRW
2009-10-01,USD,KRW,1175.25,원,ECOS,USD/KRW
2009-11-01,EUR,KRW,1736.61,원,ECOS,EUR/KRW
2009-11-01,EUR,USD,1.4917,달러,ECOS,EUR/USD
2009-11-01,JPY,KRW,1304.43,원,ECOS,JPY/KRW
2009-11-01,USD,KRW,1164.23,원,ECOS,USD/KRW
2009-12-01,EUR,KRW,1703.73,원,ECOS,EUR/KRW
2009-12-01,EUR,USD,1.4608,달러,ECOS,EUR/USD
2009-12-01,JPY,KRW,1300.81,원,ECOS,JPY/KRW
2009-12-01,USD,KRW,1166.45,원,ECOS,USD/KRW
2010-01-01,EUR,KRW,1627.52,원,ECOS,EUR/KRW
2010-01-01,EUR,USD,1.4292,달러,ECOS,EUR/USD
2010-01-01,JPY,KRW,1248.26,원,ECOS,JPY/KRW
2010-01-01,USD,KRW,1138.82,원,ECOS,USD/KRW
2010-02-01,EUR,KRW,1584.53,원,ECOS,EUR/KRW
2010-02-01,EUR,USD,1.3694,달러,ECOS,EUR/USD
2010-02-01,JPY,KRW,1281.72,원,ECOS,JPY/KRW
2010-02-01,USD,KRW,1157.08,원,ECOS,USD/KRW
2010-03-01,EUR,KRW,1544.89,원,ECOS,EUR/KRW
2010-03-01,EUR,USD,1.358,달러,ECOS,EUR/USD
2010-03-01,JPY,KRW,1255.84,원,ECOS,JPY/KRW
2010-03-01,USD,KRW,1137.64,원,ECOS,USD/KRW
2010-04-01,EUR,KRW,1501.68,원,ECOS,EUR/KRW
2010-04-01,EUR,USD,1.3442,달러,ECOS,EUR/USD
2010-04-01,JPY,KRW,1195.31,원,ECOS,JPY/KRW
2010-04-01,USD,KRW,1117.11,원,ECOS,USD/KRW
2010-05-01,EUR,KRW,1460.68,원,ECOS,EUR/KRW
2010-05-01,EUR,USD,1.2566,달러,ECOS,EUR/USD
2010-05-01,JPY,KRW,1265.23,원,ECOS,JPY/KRW
2010-05-01,USD,KRW,1163.11,원,ECOS,USD/KRW
2010-06-01,EUR,KRW,1480.85,원,ECOS,EUR/KRW
2010-06-01,EUR,USD,1.2216,달러,ECOS,EUR/USD
2010-06-01,JPY,KRW,1333.59,원,ECOS,JPY/KRW
2010-06-01,USD,KRW,1212.33,원,ECOS,USD/KRW
2010-07-01,EUR,KRW,1540.31,원,ECOS,EUR/KRW
2010-07-01,EUR,USD,1.276,달러,ECOS,EUR/USD
2010-07-01,JPY,KRW,1377.67,원,ECOS,JPY/KRW
2010-07-01,USD,KRW,1207.3,원,ECOS,USD/KRW
2010-08-01,EUR,KRW,1523.33,원,ECOS,EUR/KRW
2010-08-01,EUR,USD,1.2912,달러,ECOS,EUR/USD
2010-08-01,JPY,KRW,1380.19,원,ECOS,JPY/KRW
2010-08-01,USD,KRW,1179.92,원,ECOS,USD/KRW
2010-09-01,EUR,KRW,1518.69,원,ECOS,EUR/KRW
2010-09-01,EUR,USD,1.3016,달러,ECOS,EUR/USD
2010-09-01,JPY,KRW,1384.17,원,ECOS,JPY/KRW
2010-09-01,USD,KRW,1167.01,원,ECOS,USD/KRW
2010-10-01,EUR,KRW,1559.56,원,ECOS,EUR/KRW
2010-10-01,EUR,USD,1.3882,달러,ECOS,EUR/USD
2010-10-01,JPY,KRW,1371.09,원,ECOS,JPY/KRW
2010-10-01,USD,KRW,1123.45,원,ECOS,USD/KRW
2010-11-01,EUR,KRW,1541.34,원,ECOS,EUR/KRW
2010-11-01,EUR,USD,1.3689,달러,ECOS,EUR/USD
2010-11-01,JPY,KRW,1366.58,원,ECOS,JPY/KRW
2010-11-01,USD,KRW,1126.2,원,ECOS,USD/KRW
2010-12-01,EUR,KRW,1515.36,원,ECOS,EUR/KRW
2010-12-01,EUR,USD,1.3205,달러,ECOS,EUR/USD
2010-12-01,JPY,KRW,1376.72,원,ECOS,JPY/KRW
2010-12-01,USD,KRW,1147.55,원,ECOS,USD/KRW
2011-01-01,EUR,KRW,1495.37,원,ECOS,EUR/KRW
2011-01-01,EUR,USD,1.3351,달러,ECOS,EUR/USD
2011-01-01,JPY,KRW,1356.27,원,ECOS,JPY/KRW
2011-01-01,USD,KRW,1120.07,원,ECOS,USD/KRW
2011-02-01,EUR,KRW,1524.62,원,ECOS,EUR/KRW
2011-02-01,EUR,USD,1.3635,달러,ECOS,EUR/USD
2011-02-01,JPY,KRW,1350.97,원,ECOS,JPY/KRW
2011-02-01,USD,KRW,1118.14,원,ECOS,USD/KRW
2011-03-01,EUR,KRW,1572.59,원,ECOS,EUR/KRW
2011-03-01,EUR,USD,1.401,달러,ECOS,EUR/USD
2011-03-01,JPY,KRW,1376.2,원,ECOS,JPY/KRW
2011-03-01,USD,KRW,1122.45,원,ECOS,USD/KRW
2011-04-01,EUR,KRW,1569.39,원,ECOS,EUR/KRW
2011-04-01,EUR,USD,1.444,달러,ECOS,EUR/USD
2011-04-01,JPY,KRW,1304.81,원,ECOS,JPY/KRW
2011-04-01,USD,KRW,1086.84,원,ECOS,USD/KRW
2011-05-01,EUR,KRW,1551.34,원,ECOS,EUR/KRW
2011-05-01,EUR,USD,1.4319,달러,ECOS,EUR/USD
2011-05-01,JPY,KRW,1333.6,원,ECOS,JPY/KRW
2011-05-01,USD,KRW,1083.54,원,ECOS,USD/KRW
2011-06-01,EUR,KRW,1555.38,원,ECOS,EUR/KRW
2011-06-01,EUR,USD,1.4385,달러,ECOS,EUR/USD
2011-06-01,JPY,KRW,1342.81,원,ECOS,JPY/KRW
2011-06-01,USD,KRW,1081.27,원,ECOS,USD/KRW
2011-07-01,EUR,KRW,1515.37,원,ECOS,EUR/KRW
2011-07-01,EUR,USD,1.4302,달러,ECOS,EUR/USD
2011-07-01,JPY,KRW,1333.36,원,ECOS,JPY/KRW
2011-07-01,USD,KRW,1059.5,원,ECOS,USD/KRW
2011-08-01,EUR,KRW,1538.73,원,ECOS,EUR/KRW
2011-08-01,EUR,USD,1.4338,달러,ECOS,EUR/USD
2011-08-01,JPY,KRW,1391.35,원,ECOS,JPY/KRW
2011-08-01,USD,KRW,1073.17,원,ECOS,USD/KRW
2011-09-01,EUR,KRW,1542.38,원,ECOS,EUR/KRW
2011-09-01,EUR,USD,1.3798,달러,ECOS,EUR/USD
2011-09-01,JPY,KRW,1456.48,원,ECOS,JPY/KRW
2011-09-01,USD,KRW,1118.61,원,ECOS,USD/KRW
2011-10-01,EUR,KRW,1583.95,원,ECOS,EUR/KRW
2011-10-01,EUR,USD,1.3713,달러,ECOS,EUR/USD
2011-10-01,JPY,KRW,1508.22,원,ECOS,JPY/KRW
2011-10-01,USD,KRW,1155.45,원,ECOS,USD/KRW
2011-11-01,EUR,KRW,1536.59,원,ECOS,EUR/KRW
2011-11-01,EUR,USD,1.3572,달러,ECOS,EUR/USD
2011-11-01,JPY,KRW,1459.96,원,ECOS,JPY/KRW
2011-11-01,USD,KRW,1132.31,원,ECOS,USD/KRW
2011-12-01,EUR,KRW,1511.0,원,ECOS,EUR/KRW
2011-12-01,EUR,USD,1.317,달러,ECOS,EUR/USD
2011-12-01,JPY,KRW,1473.43,원,ECOS,JPY/KRW
2011-12-01,USD,KRW,1147.45,원,ECOS,USD/KRW
2012-01-01,EUR,KRW,1477.23,원,ECOS,EUR/KRW
2012-01-01,EUR,USD,1.2893,달러,ECOS,EUR/USD
2012-01-01,JPY,KRW,1488.74,원,ECOS,JPY/KRW
2012-01-01,USD,KRW,1145.85,원,ECOS,USD/KRW
2012-02-01,EUR,KRW,1485.99,원,ECOS,EUR/KRW
2012-02-01,EUR,USD,1.3228,달러,ECOS,EUR/USD
2012-02-01,JPY,KRW,1433.65,원,ECOS,JPY/KRW
2012-02-01,USD,KRW,1123.35,원,ECOS,USD/KRW
2012-03-01,EUR,KRW,1487.13,원,ECOS,EUR/KRW
2012-03-01,EUR,USD,1.3208,달러,ECOS,EUR/USD
2012-03-01,JPY,KRW,1364.08,원,ECOS,JPY/KRW
2012-03-01,USD,KRW,1125.9,원,ECOS,USD/KRW
2012-04-01,EUR,KRW,1495.55,원,ECOS,EUR/KRW
2012-04-01,EUR,USD,1.317,달러,ECOS,EUR/USD
2012-04-01,JPY,KRW,1393.87,원,ECOS,JPY/KRW
2012-04-01,USD,KRW,1135.55,원,ECOS,USD/KRW
2012-05-01,EUR,KRW,1478.58,원,ECOS,EUR/KRW
2012-05-01,EUR,USD,1.2813,달러,ECOS,EUR/USD
2012-05-01,JPY,KRW,1447.08,원,ECOS,JPY/KRW
2012-05-01,USD,KRW,1154.27,원,ECOS,USD/KRW
2012-06-01,EUR,KRW,1462.27,원,ECOS,EUR/KRW
2012-06-01,EUR,USD,1.2546,달러,ECOS,EUR/USD
2012-06-01,JPY,KRW,1469.08,원,ECOS,JPY/KRW
2012-06-01,USD,KRW,1165.51,원,ECOS,USD/KRW
2012-07-01,EUR,KRW,1406.96,원,ECOS,EUR/KRW
2012-07-01,EUR,USD,1.2305,달러,ECOS,EUR/USD
2012-07-01,JPY,KRW,1446.38,원,ECOS,JPY/KRW
2012-07-01,USD,KRW,1143.36,원,ECOS,USD/KRW
2012-08-01,EUR,KRW,1402.81,원,ECOS,EUR/KRW
2012-08-01,EUR,USD,1.2395,달러,ECOS,EUR/USD
2012-08-01,JPY,KRW,1438.35,원,ECOS,JPY/KRW
2012-08-01,USD,KRW,1131.69,원,ECOS,USD/KRW
2012-09-01,EUR,KRW,1445.97,원,ECOS,EUR/KRW
2012-09-01,EUR,USD,1.2856,달러,ECOS,EUR/USD
2012-09-01,JPY,KRW,1438.63,원,ECOS,JPY/KRW
2012-09-01,USD,KRW,1124.78,원,ECOS,USD/KRW
2012-10-01,EUR,KRW,1435.95,원,ECOS,EUR/KRW
2012-10-01,EUR,USD,1.2972,달러,ECOS,EUR/USD
2012-10-01,JPY,KRW,1400.86,원,ECOS,JPY/KRW
2012-10-01,USD,KRW,1106.93,원,ECOS,USD/KRW
2012-11-01,EUR,KRW,1395.9,원,ECOS,EUR/KRW
2012-11-01,EUR,USD,1.2835,달러,ECOS,EUR/USD
2012-11-01,JPY,KRW,1344.04,원,ECOS,JPY/KRW
2012-11-01,USD,KRW,1087.52,원,ECOS,USD/KRW
2012-12-01,EUR,KRW,1411.39,원,ECOS,EUR/KRW
2012-12-01,EUR,USD,1.3105,달러,ECOS,EUR/USD
2012-12-01,JPY,KRW,1288.05,원,ECOS,JPY/KRW
2012-12-01,USD,KRW,1076.97,원,ECOS,USD/KRW
2013-01-01,EUR,KRW,1415.66,원,ECOS,EUR/KRW
2013-01-01,EUR,USD,1.3287,달러,ECOS,EUR/USD
2013-01-01,JPY,KRW,1196.82,원,ECOS,JPY/KRW
2013-01-01,USD,KRW,1065.35,원,ECOS,USD/KRW
2013-02-01,EUR,KRW,1452.33,원,ECOS,EUR/KRW
2013-02-01,EUR,USD,1.3364,달러,ECOS,EUR/USD
2013-02-01,JPY,KRW,1166.43,원,ECOS,JPY/KRW
2013-02-01,USD,KRW,1086.68,원,ECOS,USD/KRW
2013-03-01,EUR,KRW,1427.45,원,ECOS,EUR/KRW
2013-03-01,EUR,USD,1.2951,달러,ECOS,EUR/USD
2013-03-01,JPY,KRW,1161.1,원,ECOS,JPY/KRW
2013-03-01,USD,KRW,1102.2,원,ECOS,USD/KRW
2013-04-01,EUR,KRW,1459.59,원,ECOS,EUR/KRW
2013-04-01,EUR,USD,1.301,달러,ECOS,EUR/USD
2013-04-01,JPY,KRW,1148.4,원,ECOS,JPY/KRW
2013-04-01,USD,KRW,1121.83,원,ECOS,USD/KRW
2013-05-01,EUR,KRW,1441.54,원,ECOS,EUR/KRW
2013-05-01,EUR,USD,1.298,달러,ECOS,EUR/USD
2013-05-01,JPY,KRW,1100.33,원,ECOS,JPY/KRW
2013-05-01,USD,KRW,1110.67,원,ECOS,USD/KRW
2013-06-01,EUR,KRW,1498.69,원,ECOS,EUR/KRW
2013-06-01,EUR,USD,1.3202,달러,ECOS,EUR/USD
2013-06-01,JPY,KRW,1165.7,원,ECOS,JPY/KRW
2013-06-01,USD,KRW,1135.21,원,ECOS,USD/KRW
2013-07-01,EUR,KRW,1475.13,원,ECOS,EUR/KRW
2013-07-01,EUR,USD,1.3087,달러,ECOS,EUR/USD
2013-07-01,JPY,KRW,1130.68,원,ECOS,JPY/KRW
2013-07-01,USD,KRW,1127.23,원,ECOS,USD/KRW
2013-08-01,EUR,KRW,1488.42,원,ECOS,EUR/KRW
2013-08-01,EUR,USD,1.3325,달러,ECOS,EUR/USD
2013-08-01,JPY,KRW,1142.11,원,ECOS,JPY/KRW
2013-08-01,USD,KRW,1116.98,원,ECOS,USD/KRW
2013-09-01,EUR,KRW,1449.0,원,ECOS,EUR/KRW
2013-09-01,EUR,USD,1.3327,달러,ECOS,EUR/USD
2013-09-01,JPY,KRW,1095.09,원,ECOS,JPY/KRW
2013-09-01,USD,KRW,1087.35,원,ECOS,USD/KRW
2013-10-01,EUR,KRW,1455.23,원,ECOS,EUR/KRW
2013-10-01,EUR,USD,1.3641,달러,ECOS,EUR/USD
2013-10-01,JPY,KRW,1089.59,원,ECOS,JPY/KRW
2013-10-01,USD,KRW,1066.8,원,ECOS,USD/KRW
2013-11-01,EUR,KRW,1434.24,원,ECOS,EUR/KRW
2013-11-01,EUR,USD,1.3495,달러,ECOS,EUR/USD
2013-11-01,JPY,KRW,1063.67,원,ECOS,JPY/KRW
2013-11-01,USD,KRW,1062.82,원,ECOS,USD/KRW
2013-12-01,EUR,KRW,1447.17,원,ECOS,EUR/KRW
2013-12-01,EUR,USD,1.3696,달러,ECOS,EUR/USD
2013-12-01,JPY,KRW,1021.51,원,ECOS,JPY/KRW
2013-12-01,USD,KRW,1056.67,원,ECOS,USD/KRW
2014-01-01,EUR,KRW,1451.18,원,ECOS,EUR/KRW
2014-01-01,EUR,USD,1.3629,달러,ECOS,EUR/USD
2014-01-01,JPY,KRW,1022.75,원,ECOS,JPY/KRW
2014-01-01,USD,KRW,1064.75,원,ECOS,USD/KRW
2014-02-01,EUR,KRW,1462.63,원,ECOS,EUR/KRW
2014-02-01,EUR,USD,1.3653,달러,ECOS,EUR/USD
2014-02-01,JPY,KRW,1048.64,원,ECOS,JPY/KRW
2014-02-01,USD,KRW,1071.3,원,ECOS,USD/KRW
2014-03-01,EUR,KRW,1480.5,원,ECOS,EUR/KRW
2014-03-01,EUR,USD,1.3825,달러,ECOS,EUR/USD
2014-03-01,JPY,KRW,1047.1,원,ECOS,JPY/KRW
2014-03-01,USD,KRW,1070.89,원,ECOS,USD/KRW
2014-04-01,EUR,KRW,1442.03,원,ECOS,EUR/KRW
2014-04-01,EUR,USD,1.3805,달러,ECOS,EUR/USD
2014-04-01,JPY,KRW,1018.6,원,ECOS,JPY/KRW
2014-04-01,USD,KRW,1044.55,원,ECOS,USD/KRW
2014-05-01,EUR,KRW,1406.72,원,ECOS,EUR/KRW
2014-05-01,EUR,USD,1.3724,달러,ECOS,EUR/USD
2014-05-01,JPY,KRW,1006.99,원,ECOS,JPY/KRW
2014-05-01,USD,KRW,1024.99,원,ECOS,USD/KRW
2014-06-01,EUR,KRW,1385.45,원,ECOS,EUR/KRW
2014-06-01,EUR,USD,1.3591,달러,ECOS,EUR/USD
2014-06-01,JPY,KRW,998.99,원,ECOS,JPY/KRW
2014-06-01,USD,KRW,1019.36,원,ECOS,USD/KRW
2014-07-01,EUR,KRW,1381.96,원,ECOS,EUR/KRW
2014-07-01,EUR,USD,1.355,달러,ECOS,EUR/USD
2014-07-01,JPY,KRW,1003.01,원,ECOS,JPY/KRW
2014-07-01,USD,KRW,1019.93,원,ECOS,USD/KRW
2014-08-01,EUR,KRW,1365.89,원,ECOS,EUR/KRW
2014-08-01,EUR,USD,1.3321,달러,ECOS,EUR/USD
2014-08-01,JPY,KRW,996.02,원,ECOS,JPY/KRW
2014-08-01,USD,KRW,1025.36,원,ECOS,USD/KRW
2014-09-01,EUR,KRW,1334.3,원,ECOS,EUR/KRW
2014-09-01,EUR,USD,1.2915,달러,ECOS,EUR/USD
2014-09-01,JPY,KRW,962.48,원,ECOS,JPY/KRW
2014-09-01,USD,KRW,1033.24,원,ECOS,USD/KRW
2014-10-01,EUR,KRW,1344.64,원,ECOS,EUR/KRW
2014-10-01,EUR,USD,1.2682,달러,ECOS,EUR/USD
2014-10-01,JPY,KRW,982.7,원,ECOS,JPY/KRW
2014-10-01,USD,KRW,1060.28,원,ECOS,USD/KRW
2014-11-01,EUR,KRW,1366.24,원,ECOS,EUR/KRW
2014-11-01,EUR,USD,1.2476,달러,ECOS,EUR/USD
2014-11-01,JPY,KRW,942.9,원,ECOS,JPY/KRW
2014-11-01,USD,KRW,1095.1,원,ECOS,USD/KRW
2014-12-01,EUR,KRW,1361.42,원,ECOS,EUR/KRW
2014-12-01,EUR,USD,1.2328,달러,ECOS,EUR/USD
2014-12-01,JPY,KRW,925.1,원,ECOS,JPY/KRW
2014-12-01,USD,KRW,1104.33,원,ECOS,USD/KRW
2015-01-01,EUR,KRW,1267.5,원,ECOS,EUR/KRW
2015-01-01,EUR,USD,1.1639,달러,ECOS,EUR/USD
2015-01-01,JPY,KRW,919.93,원,ECOS,JPY/KRW
2015-01-01,USD,KRW,1088.86,원,ECOS,USD/KRW
2015-02-01,EUR,KRW,1246.77,원,ECOS,EUR/KRW
2015-02-01,EUR,USD,1.1351,달러,ECOS,EUR/USD
2015-02-01,JPY,KRW,926.37,원,ECOS,JPY/KRW
2015-02-01,USD,KRW,1098.4,원,ECOS,USD/KRW
2015-03-01,EUR,KRW,1206.7,원,ECOS,EUR/KRW
2015-03-01,EUR,USD,1.0848,달러,ECOS,EUR/USD
2015-03-01,JPY,KRW,924.4,원,ECOS,JPY/KRW
2015-03-01,USD,KRW,1112.57,원,ECOS,USD/KRW
2015-04-01,EUR,KRW,1175.28,원,ECOS,EUR/KRW
2015-04-01,EUR,USD,1.0796,달러,ECOS,EUR/USD
2015-04-01,JPY,KRW,910.67,원,ECOS,JPY/KRW
2015-04-01,USD,KRW,1088.66,원,ECOS,USD/KRW
2015-05-01,EUR,KRW,1219.27,원,ECOS,EUR/KRW
2015-05-01,EUR,USD,1.1173,달러,ECOS,EUR/USD
2015-05-01,JPY,KRW,904.5,원,ECOS,JPY/KRW
2015-05-01,USD,KRW,1091.27,원,ECOS,USD/KRW
2015-06-01,EUR,KRW,1247.15,원,ECOS,EUR/KRW
2015-06-01,EUR,USD,1.1213,달러,ECOS,EUR/USD
2015-06-01,JPY,KRW,898.97,원,ECOS,JPY/KRW
2015-06-01,USD,KRW,1112.2,원,ECOS,USD/KRW
2015-07-01,EUR,KRW,1257.72,원,ECOS,EUR/KRW
2015-07-01,EUR,USD,1.1002,달러,ECOS,EUR/USD
2015-07-01,JPY,KRW,927.48,원,ECOS,JPY/KRW
2015-07-01,USD,KRW,1143.22,원,ECOS,USD/KRW
2015-08-01,EUR,KRW,1312.92,원,ECOS,EUR/KRW
2015-08-01,EUR,USD,1.1133,달러,ECOS,EUR/USD
2015-08-01,JPY,KRW,958.3,원,ECOS,JPY/KRW
2015-08-01,USD,KRW,1179.1,원,ECOS,USD/KRW
2015-09-01,EUR,KRW,1331.28,원,ECOS,EUR/KRW
2015-09-01,EUR,USD,1.1237,달러,ECOS,EUR/USD
2015-09-01,JPY,KRW,985.71,원,ECOS,JPY/KRW
2015-09-01,USD,KRW,1184.76,원,ECOS,USD/KRW
2015-10-01,EUR,KRW,1288.92,원,ECOS,EUR/KRW
2015-10-01,EUR,USD,1.1225,달러,ECOS,EUR/USD
2015-10-01,JPY,KRW,955.92,원,ECOS,JPY/KRW
2015-10-01,USD,KRW,1148.18,원,ECOS,USD/KRW
2015-11-01,EUR,KRW,1238.07,원,ECOS,EUR/KRW
2015-11-01,EUR,USD,1.0748,달러,ECOS,EUR/USD
2015-11-01,JPY,KRW,940.34,원,ECOS,JPY/KRW
2015-11-01,USD,KRW,1151.97,원,ECOS,USD/KRW
2015-12-01,EUR,KRW,1275.34,원,ECOS,EUR/KRW
2015-12-01,EUR,USD,1.0879,달러,ECOS,EUR/USD
2015-12-01,JPY,KRW,962.5,원,ECOS,JPY/KRW
2015-12-01,USD,KRW,1172.24,원,ECOS,USD/KRW
2016-01-01,CNY,KRW,181.55,원,ECOS,CNY/KRW
2016-01-01,EUR,KRW,1306.27,원,ECOS,EUR/KRW
2016-01-01,EUR,USD,1.087,달러,ECOS,EUR/USD
2016-01-01,JPY,KRW,1017.44,원,ECOS,JPY/KRW
2016-01-01,USD,KRW,1201.67,원,ECOS,USD/KRW
2016-02-01,CNY,KRW,185.71,원,ECOS,CNY/KRW
2016-02-01,EUR,KRW,1348.77,원,ECOS,EUR/KRW
2016-02-01,EUR,USD,1.108,달러,ECOS,EUR/USD
2016-02-01,JPY,KRW,1060.15,원,ECOS,JPY/KRW
2016-02-01,USD,KRW,1217.35,원,ECOS,USD/KRW
2016-03-01,CNY,KRW,182.56,원,ECOS,CNY/KRW
2016-03-01,EUR,KRW,1322.22,원,ECOS,EUR/KRW
2016-03-01,EUR,USD,1.113,달러,ECOS,EUR/USD
2016-03-01,JPY,KRW,1051.68,원,ECOS,JPY/KRW
2016-03-01,USD,KRW,1188.21,원,ECOS,USD/KRW
2016-04-01,CNY,KRW,176.93,원,ECOS,CNY/KRW
2016-04-01,EUR,KRW,1300.69,원,ECOS,EUR/KRW
2016-04-01,EUR,USD,1.1335,달러,ECOS,EUR/USD
2016-04-01,JPY,KRW,1044.3,원,ECOS,JPY/KRW
2016-04-01,USD,KRW,1147.51,원,ECOS,USD/KRW
2016-05-01,CNY,KRW,179.13,원,ECOS,CNY/KRW
2016-05-01,EUR,KRW,1323.56,원,ECOS,EUR/KRW
2016-05-01,EUR,USD,1.1299,달러,ECOS,EUR/USD
2016-05-01,JPY,KRW,1074.8,원,ECOS,JPY/KRW
2016-05-01,USD,KRW,1171.51,원,ECOS,USD/KRW
2016-06-01,CNY,KRW,177.26,원,ECOS,CNY/KRW
2016-06-01,EUR,KRW,1315.43,원,ECOS,EUR/KRW
2016-06-01,EUR,USD,1.1238,달러,ECOS,EUR/USD
2016-06-01,JPY,KRW,1107.53,원,ECOS,JPY/KRW
2016-06-01,USD,KRW,1170.5,원,ECOS,USD/KRW
2016-07-01,CNY,KRW,171.09,원,ECOS,CNY/KRW
2016-07-01,EUR,KRW,1265.39,원,ECOS,EUR/KRW
2016-07-01,EUR,USD,1.106,달러,ECOS,EUR/USD
2016-07-01,JPY,KRW,1099.08,원,ECOS,JPY/KRW
2016-07-01,USD,KRW,1144.09,원,ECOS,USD/KRW
2016-08-01,CNY,KRW,167.04,원,ECOS,CNY/KRW
2016-08-01,EUR,KRW,1245.95,원,ECOS,EUR/KRW
2016-08-01,EUR,USD,1.1208,달러,ECOS,EUR/USD
2016-08-01,JPY,KRW,1097.61,원,ECOS,JPY/KRW
2016-08-01,USD,KRW,1111.68,원,ECOS,USD/KRW
2016-09-01,CNY,KRW,165.72,원,ECOS,CNY/KRW
2016-09-01,EUR,KRW,1241.09,원,ECOS,EUR/KRW
2016-09-01,EUR,USD,1.1207,달러,ECOS,EUR/USD
2016-09-01,JPY,KRW,1087.49,원,ECOS,JPY/KRW
2016-09-01,USD,KRW,1107.49,원,ECOS,USD/KRW
2016-10-01,CNY,KRW,167.04,원,ECOS,CNY/KRW
2016-10-01,EUR,KRW,1240.57,원,ECOS,EUR/KRW
2016-10-01,EUR,USD,1.1026,달러,ECOS,EUR/USD
2016-10-01,JPY,KRW,1084.08,원,ECOS,JPY/KRW
